hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mcdavco01,EDM,C,53,32,58,20,10,10,1,2,283,319,200,20,22,1219,18,81,,,,,,
mackina01,COL,C,50,38,50,18,49,8,0,5,476,464,228,26,44,1104,14,101,,,,,,
kucheni01,TBL,RW,46,26,52,22,25,6,0,4,0,2,131,16,16,933,12,75,,,,,,
celebma01,SJS,F,50,26,48,28,12,5,0,4,386,392,173,31,26,1057,31,78,,,,,,
draisle01,EDM,C,50,25,45,24,9,11,1,2,466,367,144,13,23,1105,21,84,,,,,,
kapriki01,MIN,LW,53,28,36,18,8,11,0,3,0,2,189,19,31,1189,16,76,,,,,,
pastrda01,BOS,RW,47,21,43,36,-3,9,0,3,1,3,166,18,54,938,17,77,,,,,,
rantami01,DAL,RW,49,19,44,79,3,5,0,1,29,29,118,25,37,989,16,58,,,,,,
necasma01,COL,C,50,22,40,26,41,4,0,0,9,11,121,19,54,1047,15,82,,,,,,
eicheja01,VEG,C,44,19,42,8,14,0,0,5,329,374,166,26,24,935,20,78,,,,,,
scheima01,WPG,C,51,25,36,22,3,7,0,3,360,425,106,25,21,1064,16,69,,,,,,
roberja01,DAL,LW,52,30,30,18,21,10,0,5,0,2,190,21,30,1036,15,73,,,,,,
suzukni01,MTL,C,52,16,43,10,20,9,0,1,459,469,111,44,40,1087,16,46,,,,,,
connoky01,WPG,LW,51,23,35,10,0,2,2,1,0,0,166,9,11,1068,10,40,,,,,,
raymolu01,DET,LW,51,18,40,12,10,5,0,5,1,0,107,24,27,947,22,54,,,,,,
crosbsi01,PIT,C,51,27,30,34,3,10,0,4,592,459,118,22,44,998,17,56,,,,,,
johnswy01,DAL,C,52,27,29,14,-3,17,0,3,243,266,133,37,17,1044,14,33,,,,,,
makarca01,COL,D,50,15,41,20,30,2,0,4,0,0,138,85,25,1252,28,54,,,,,,
panarar01,NYR,LW,51,19,37,14,-17,2,0,3,1,0,156,11,8,1063,13,67,,,,,,
bouchev01,EDM,D,53,14,41,20,9,6,0,3,0,0,142,73,18,1311,25,80,,,,,,
werenza01,CBJ,D,47,19,36,10,4,3,0,1,0,0,170,61,21,1252,22,76,,,,,,
guentja01,TBL,C,50,24,30,21,10,5,2,4,98,108,135,30,20,1021,17,46,,,,,,
boldyma01,MIN,LW,49,28,25,22,12,7,3,3,40,47,160,33,32,1027,22,58,,,,,,
caufico01,MTL,RW,52,29,24,10,16,7,0,7,6,9,155,13,35,955,19,34,,,,,,
debrial01,DET,RW,53,27,26,10,2,11,0,5,13,24,187,24,26,955,23,53,,,,,,
hutsola01,MTL,D,52,9,44,16,15,1,0,3,0,0,86,83,22,1238,21,57,,,,,,
stuetti02,OTT,LW,52,23,30,31,2,6,1,4,254,214,129,35,85,1072,23,73,,,,,,
thompta01,BUF,C,51,27,26,25,-9,4,0,3,258,291,176,32,50,966,20,44,,,,,,
ahose01,CAR,F,52,17,35,30,6,4,1,2,394,397,116,16,46,1029,22,73,,,,,,
marnemi01,VEG,RW,51,12,40,14,10,3,0,0,62,104,98,34,18,1020,25,70,,,,,,
stonema01,VEG,RW,35,20,32,7,14,7,0,3,2,6,83,29,16,682,17,39,,,,,,
kellecl01,UTA,C,51,16,34,14,18,1,0,4,12,15,142,21,8,978,16,62,,,,,,
oreilry01,NSH,C,51,18,32,10,5,2,2,5,484,392,92,39,10,1022,35,33,,,,,,
reinhsa01,FLA,C,51,26,24,8,-10,9,3,5,45,77,132,31,49,1087,14,38,,,,,,
hagelbr01,TBL,LW,45,25,24,28,27,3,1,6,17,23,132,24,35,870,19,45,,,,,,
marchbr03,FLA,LW,43,25,24,34,-9,6,0,3,1,7,122,16,34,795,13,47,,,,,,
bedarco01,CHI,C,39,20,28,30,2,5,0,3,148,167,128,16,11,813,16,52,,,,,,
nylanwi01,TOR,C,37,17,31,14,1,3,0,3,19,33,75,13,4,686,16,38,,,,,,
zibanmi01,NYR,C,51,21,27,10,-17,9,2,3,364,332,140,34,72,1063,21,69,,,,,,
hughequ01,2TM,D,47,4,44,20,-2,2,0,0,0,0,128,57,5,1305,20,71,,,,,,
geekimo01,BOS,C,51,28,19,16,-5,10,0,5,57,68,118,18,82,878,15,41,,,,,,
larkidy01,DET,C,53,25,22,32,9,8,0,7,578,509,156,28,27,1071,13,49,,,,,,
gauthcu01,ANA,LW,51,23,23,18,7,5,0,4,37,46,194,16,41,886,12,52,,,,,,
schmani01,UTA,C,51,18,28,16,15,4,0,4,260,290,126,32,14,1002,28,56,,,,,,
wilsoto01,WSH,RW,44,22,24,71,22,7,0,2,13,13,101,26,116,850,11,51,,,,,,
zegratr01,PHI,C,50,19,27,34,-1,7,0,2,58,103,110,14,19,936,14,46,,,,,,
guentdy01,UTA,RW,51,23,22,22,8,4,0,6,21,29,165,18,43,881,10,40,,,,,,
hertlto01,VEG,C,51,21,24,33,-4,11,0,3,466,349,141,26,65,891,11,35,,,,,,
konectr01,PHI,RW,49,17,28,45,11,1,1,2,10,29,110,25,63,924,12,71,,,,,,
nelsobr01,COL,C,50,27,18,18,10,8,0,6,450,457,116,40,24,957,13,37,,,,,,
bathedr01,OTT,C,49,19,25,21,-4,7,0,3,9,10,105,16,71,877,18,37,,,,,,
carlsle01,ANA,C,44,18,26,29,3,3,2,3,315,378,107,15,8,856,19,52,,,,,,
ovechal01,WSH,LW,53,21,23,16,1,3,0,4,2,1,145,10,89,954,6,50,,,,,,
tavarjo01,TOR,C,52,19,25,20,-12,4,0,1,493,336,130,12,46,933,20,48,,,,,,
vilarga01,WPG,C,51,19,25,14,-4,7,0,2,34,39,102,21,13,948,9,42,,,,,,
carlsjo01,WSH,D,49,9,34,24,11,0,0,0,0,1,102,70,19,1125,33,77,,,,,,
demidiv01,MTL,RW,52,11,32,24,8,3,0,2,0,0,74,19,23,801,16,48,,,,,,
kniesma01,TOR,LW,49,12,31,19,-7,4,0,2,0,1,94,23,106,939,14,43,,,,,,
marchki01,CBJ,RW,47,18,25,20,5,3,1,4,1,3,146,30,38,884,28,61,,,,,,
raddyda01,TBL,D,44,13,30,23,15,7,0,3,0,0,109,44,44,980,9,48,,,,,,
svechan01,CAR,RW,52,18,25,38,1,6,0,2,9,8,141,10,90,880,18,60,,,,,,
matthau01,TOR,C,46,25,17,16,2,4,0,3,451,318,177,65,28,961,21,41,,,,,,
morrijo04,WPG,D,51,10,32,20,11,2,0,1,0,0,92,89,23,1251,12,62,,,,,,
stromdy01,WSH,C,51,14,28,24,6,5,0,1,531,373,101,33,10,948,11,42,,,,,,
terrytr01,ANA,C,43,13,29,12,6,0,2,1,4,4,103,13,0,800,16,35,,,,,,
tuchal01,BUF,RW,50,18,24,43,11,3,1,1,25,28,118,59,55,930,24,39,,,,,,
barzama01,NYI,C,50,11,30,41,8,1,0,2,189,287,108,31,17,1043,27,58,,,,,,
nugenry01,EDM,C,44,12,29,17,-6,7,0,2,95,101,74,19,15,844,7,23,,,,,,
sandeja01,OTT,D,52,10,31,8,5,2,0,2,0,0,111,103,23,1302,25,57,,,,,,
sennebe01,ANA,F,52,18,23,36,1,1,1,2,2,2,113,16,56,891,12,60,,,,,,
slafkju01,MTL,LW,52,19,22,42,6,9,0,2,12,30,102,49,78,942,7,40,,,,,,
bennesa01,FLA,C,51,19,21,56,-4,2,0,4,350,389,137,22,100,947,18,46,,,,,,
cozendy01,OTT,C,52,17,23,36,-11,9,0,1,315,268,124,17,141,898,11,36,,,,,,
ehlerni01,CAR,LW,52,14,26,10,1,5,0,3,11,19,129,15,7,867,18,57,,,,,,
forsbfi01,NSH,C,51,19,21,24,-4,3,0,1,9,17,153,17,95,955,35,69,,,,,,
heiskmi01,DAL,D,50,7,33,14,8,1,1,2,0,0,100,92,13,1297,32,60,,,,,,
hintzro01,DAL,LW,47,14,26,14,18,5,0,1,390,278,112,13,52,825,4,38,,,,,,
malkiev01,PIT,C,36,13,27,26,16,3,0,1,96,116,93,14,12,632,16,55,,,,,,
verhaca01,FLA,C,50,15,25,18,0,3,0,2,23,35,111,16,48,882,20,40,,,,,,
bertuty01,CHI,LW,49,25,14,34,-12,9,0,3,41,44,114,16,37,892,11,44,,,,,,
hischni01,NJD,C,52,16,23,21,-8,6,0,2,612,497,130,45,39,1080,21,45,,,,,,
jarvise01,CAR,C,44,23,16,6,5,3,3,6,23,37,141,18,64,837,25,41,,,,,,
kempead01,LAK,LW,50,17,22,44,7,2,0,5,38,54,139,32,91,964,13,40,,,,,,
rustbr01,PIT,RW,47,18,21,18,0,4,0,4,0,4,125,52,17,945,7,43,,,,,,
dorofpa01,VEG,LW,51,22,16,16,-8,13,0,2,0,1,137,22,21,897,8,38,,,,,,
lehkoar01,COL,LW,50,17,21,10,32,1,0,0,3,10,122,26,35,960,11,34,,,,,,
brattje01,NJD,W,52,11,26,10,-15,3,1,3,3,5,115,19,47,979,18,48,,,,,,
chychja01,WSH,D,51,18,19,47,22,5,0,4,0,0,164,71,45,1192,23,69,,,,,,
dahlira01,BUF,D,47,8,29,47,-9,4,0,0,0,0,121,62,46,1146,19,76,,,,,,
evanglu01,NSH,RW,50,7,30,12,8,1,0,0,0,1,109,14,9,831,15,41,,,,,,
stamkst01,NSH,C,51,25,12,26,-15,8,0,8,174,137,121,20,52,898,19,45,,,,,,
fialake01,LAK,LW,50,18,18,32,-8,4,0,2,5,14,139,20,32,964,17,67,,,,,,
giroucl01,OTT,C,52,9,27,18,11,1,0,1,326,176,86,21,49,899,10,36,,,,,,
lundean01,FLA,C,51,15,21,26,-9,3,1,3,484,439,117,31,61,984,9,55,,,,,,
zachapa01,BOS,C,51,14,22,28,-2,5,0,3,319,290,83,21,40,880,13,36,,,,,,
