hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mackina01,COL,C,25,20,24,12,30,6,0,2,258,259,108,18,18,535,7,40,,,,,,
celebma01,SJS,F,26,14,23,16,3,4,0,3,194,212,75,17,14,531,13,37,,,,,,
mcdavco01,EDM,C,26,11,25,12,-5,3,0,0,127,145,74,8,10,597,9,40,,,,,,
bedarco01,CHI,C,24,14,19,24,8,4,0,2,118,120,80,13,7,510,11,31,,,,,,
carlsle01,ANA,C,24,13,20,23,12,2,2,3,197,234,63,12,5,479,11,23,,,,,,
necasma01,COL,C,25,13,20,18,24,3,0,0,7,7,53,9,25,522,6,47,,,,,,
eicheja01,VEG,C,25,11,21,2,2,0,0,2,195,204,103,15,9,529,14,47,,,,,,
kucheni01,TBL,RW,23,11,21,10,7,3,0,3,0,0,70,8,7,468,7,38,,,,,,
makarca01,COL,D,25,9,23,10,29,0,0,3,0,0,75,41,13,632,13,22,,,,,,
nylanwi01,TOR,C,21,11,21,12,9,2,0,2,14,22,48,10,3,424,9,22,,,,,,
roberja01,DAL,LW,25,15,17,2,11,5,0,1,0,1,107,11,17,502,11,41,,,,,,
draisle01,EDM,C,26,15,16,8,5,7,1,1,232,176,64,8,16,580,9,42,,,,,,
kapriki01,MIN,LW,26,17,14,6,1,7,0,2,0,1,89,10,10,585,5,39,,,,,,
scheima01,WPG,C,24,13,18,16,8,3,0,2,194,197,57,6,7,485,4,39,,,,,,
rantami01,DAL,RW,24,10,20,57,-6,4,0,1,14,15,63,14,19,489,3,20,,,,,,
boldyma01,MIN,LW,26,15,14,16,5,5,1,2,15,23,88,16,18,552,9,29,,,,,,
connoky01,WPG,LW,24,12,17,6,7,1,2,1,0,0,82,3,9,495,8,20,,,,,,
larkidy01,DET,C,26,14,15,22,10,3,0,3,304,240,85,15,10,542,5,24,,,,,,
pastrda01,BOS,RW,25,11,18,16,-8,5,0,2,1,0,86,8,37,502,8,44,,,,,,
gauthcu01,ANA,LW,24,14,14,12,14,3,0,2,14,21,101,8,17,434,7,25,,,,,,
suzukni01,MTL,C,24,7,21,4,14,4,0,0,216,202,48,22,19,491,5,18,,,,,,
tavarjo01,TOR,C,25,12,16,8,2,2,0,1,254,163,77,5,25,462,7,21,,,,,,
crosbsi01,PIT,C,24,16,11,24,-2,6,0,1,257,221,57,11,19,456,8,25,,,,,,
guentja01,TBL,C,25,14,13,6,5,3,1,2,58,54,70,15,10,513,8,20,,,,,,
hagelbr01,TBL,LW,24,15,12,14,16,1,1,4,13,18,75,15,17,463,10,30,,,,,,
marchbr03,FLA,LW,23,15,12,18,-8,2,0,1,1,5,64,9,16,418,5,24,,,,,,
raymolu01,DET,LW,24,8,19,4,6,1,0,2,1,0,58,9,8,446,13,25,,,,,,
terrytr01,ANA,C,24,7,20,6,11,0,1,1,2,1,58,6,0,458,8,15,,,,,,
caufico01,MTL,RW,24,14,12,8,10,1,0,4,2,5,65,8,20,440,12,17,,,,,,
debrial01,DET,RW,26,12,14,8,-5,7,0,2,6,9,99,9,11,476,9,25,,,,,,
foxad01,NYR,D,27,3,23,10,4,1,0,1,0,0,51,41,15,643,18,31,,,,,,
geekimo01,BOS,C,27,20,6,10,-7,5,0,2,39,51,70,10,50,478,6,16,,,,,,
johnswy01,DAL,C,25,13,13,6,-5,10,0,3,140,140,71,20,10,521,7,15,,,,,,
kniesma01,TOR,LW,22,6,20,8,2,2,0,0,0,0,49,11,58,449,6,20,,,,,,
panarar01,NYR,LW,27,8,18,6,-4,0,0,2,0,0,70,3,3,557,6,32,,,,,,
wilsoto01,WSH,RW,25,13,13,52,13,4,0,1,7,8,54,15,67,486,7,28,,,,,,
horvabo01,NYI,C,25,14,11,22,10,3,1,3,270,186,87,7,14,517,6,29,,,,,,
marnemi01,VEG,RW,25,5,20,6,6,1,0,0,15,13,45,15,10,509,12,33,,,,,,
ahose01,CAR,F,24,8,16,10,5,1,0,1,192,210,63,8,25,481,11,32,,,,,,
brattje01,NJD,W,25,5,19,8,0,1,1,2,0,0,55,8,26,463,15,25,,,,,,
lehkoar01,COL,LW,25,9,15,2,25,1,0,0,0,2,64,19,14,499,8,19,,,,,,
malkiev01,PIT,C,24,6,18,18,3,2,0,0,89,103,61,6,9,424,7,26,,,,,,
smithwi01,SJS,C,26,10,14,10,2,3,0,2,7,19,64,6,7,472,6,24,,,,,,
