hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mackina01,COL,C,21,17,20,12,23,5,0,2,219,227,90,15,17,453,4,32,,,,,,
mcdavco01,EDM,C,24,10,23,10,-5,3,0,0,120,131,72,6,8,560,9,38,,,,,,
celebma01,SJS,F,22,13,19,12,3,3,0,2,172,176,62,15,13,452,10,34,,,,,,
bedarco01,CHI,C,21,13,18,22,9,4,0,2,97,98,71,11,7,443,10,28,,,,,,
carlsle01,ANA,C,22,11,18,23,11,2,2,3,177,207,55,11,5,431,8,19,,,,,,
eicheja01,VEG,C,21,10,19,2,7,0,0,2,161,172,86,13,6,441,14,40,,,,,,
nylanwi01,TOR,C,19,10,19,12,5,2,0,1,14,22,44,10,3,385,9,21,,,,,,
draisle01,EDM,C,24,14,14,6,6,7,1,1,219,166,59,7,13,539,9,39,,,,,,
makarca01,COL,D,21,8,20,10,21,0,0,2,0,0,59,37,13,535,13,20,,,,,,
necasma01,COL,C,21,13,15,16,19,3,0,0,7,6,46,6,22,442,5,44,,,,,,
pastrda01,BOS,RW,23,11,17,14,-7,5,0,2,1,0,79,7,36,462,8,40,,,,,,
rantami01,DAL,RW,22,10,18,57,-4,4,0,1,14,15,57,13,18,454,2,19,,,,,,
roberja01,DAL,LW,22,13,15,2,9,4,0,1,0,1,96,11,15,447,11,34,,,,,,
scheima01,WPG,C,20,11,17,16,7,3,0,2,167,164,47,6,5,404,4,31,,,,,,
tavarjo01,TOR,C,22,12,15,6,3,2,0,1,227,146,66,5,22,408,5,19,,,,,,
gauthcu01,ANA,LW,22,13,13,12,13,3,0,2,14,20,97,8,17,395,7,20,,,,,,
kapriki01,MIN,LW,22,12,14,4,0,6,0,1,0,1,75,9,7,489,4,31,,,,,,
boldyma01,MIN,LW,22,13,12,10,3,5,1,2,13,19,73,14,14,466,6,26,,,,,,
connoky01,WPG,LW,20,11,14,6,6,1,2,1,0,0,74,2,9,410,8,19,,,,,,
horvabo01,NYI,C,22,14,11,20,13,3,1,3,233,166,74,6,14,448,5,24,,,,,,
terrytr01,ANA,C,22,7,18,4,14,0,1,1,2,1,53,4,0,415,6,15,,,,,,
debrial01,DET,RW,22,10,14,2,-1,6,0,2,4,6,86,7,9,392,8,23,,,,,,
larkidy01,DET,C,22,12,12,10,11,3,0,3,255,201,74,10,8,455,4,20,,,,,,
malkiev01,PIT,C,21,6,18,14,4,2,0,0,77,94,52,4,8,371,7,22,,,,,,
marchbr03,FLA,LW,20,13,11,18,-7,2,0,1,1,3,58,6,15,366,5,20,,,,,,
crosbsi01,PIT,C,21,13,10,24,-3,6,0,1,227,197,46,11,17,402,7,23,,,,,,
raymolu01,DET,LW,20,7,16,2,7,1,0,2,1,0,49,7,7,364,11,20,,,,,,
suzukni01,MTL,C,21,5,18,4,11,3,0,0,192,175,44,18,18,429,4,14,,,,,,
caufico01,MTL,RW,21,13,9,8,9,1,0,3,2,3,59,5,18,388,9,16,,,,,,
geekimo01,BOS,C,23,16,6,8,-7,4,0,2,37,47,59,9,42,409,6,15,,,,,,
guentja01,TBL,C,21,12,10,6,5,3,1,2,55,46,62,12,9,438,7,14,,,,,,
kniesma01,TOR,LW,19,5,17,8,4,2,0,0,0,0,42,9,50,390,5,16,,,,,,
kucheni01,TBL,RW,19,10,12,6,-1,2,0,3,0,0,60,5,6,387,6,33,,,,,,
marchki01,CBJ,RW,22,8,14,8,8,1,1,2,0,1,65,15,19,417,7,30,,,,,,
morrijo04,WPG,D,20,5,17,6,9,1,0,0,0,0,36,43,12,489,7,24,,,,,,
schmani01,UTA,C,22,10,12,4,-1,3,0,2,44,72,57,11,6,433,8,29,,,,,,
ahose01,CAR,F,21,8,13,4,6,1,0,1,164,180,57,8,22,421,10,28,,,,,,
brattje01,NJD,W,21,5,16,6,0,1,1,2,0,0,50,7,24,384,11,22,,,,,,
johnswy01,DAL,C,22,11,10,6,-3,8,0,2,129,124,62,20,9,463,6,14,,,,,,
marnemi01,VEG,RW,21,4,17,4,9,1,0,0,12,12,37,13,7,436,12,28,,,,,,
smithwi01,SJS,C,22,7,14,8,5,1,0,2,3,16,46,6,7,400,4,20,,,,,,
stuetti02,OTT,LW,21,11,10,8,7,2,0,3,115,79,55,17,36,419,7,26,,,,,,
werenza01,CBJ,D,22,7,14,0,8,1,0,0,0,0,85,32,15,590,14,42,,,,,,
wilsoto01,WSH,RW,22,11,10,52,9,4,0,0,7,7,50,12,63,430,7,20,,,,,,
zegratr01,PHI,C,20,7,14,20,0,2,0,0,31,51,47,6,8,368,5,19,,,,,,
bathedr01,OTT,C,18,7,13,6,7,2,0,2,1,0,35,6,30,317,8,11,,,,,,
bouchev01,EDM,D,24,3,17,10,0,1,0,1,0,0,66,31,9,572,17,37,,,,,,
hugheja03,NJD,C,17,10,10,0,3,1,0,2,52,101,69,10,2,359,12,35,,,,,,
hughequ01,VAN,D,17,1,19,6,-2,1,0,0,0,0,46,19,1,459,4,23,,,,,,
kellecl01,UTA,C,22,8,12,6,1,0,0,2,2,1,63,9,5,417,4,29,,,,,,
kempead01,LAK,LW,22,7,13,16,4,1,0,3,11,18,73,13,44,432,9,19,,,,,,
ovechal01,WSH,LW,22,10,10,4,6,1,0,3,1,0,54,3,40,393,2,26,,,,,,
panarar01,NYR,LW,23,6,14,4,-6,0,0,2,0,0,63,2,3,474,5,29,,,,,,
petteel01,VAN,C,22,7,13,2,-4,2,1,0,234,250,39,45,24,450,11,21,,,,,,
stromdy01,WSH,C,20,5,15,8,11,0,0,1,200,149,37,9,7,361,6,17,,,,,,
thompta01,BUF,C,21,11,9,10,-4,2,0,0,93,91,82,11,29,397,10,22,,,,,,
tuchal01,BUF,RW,21,7,13,31,3,0,1,0,5,10,48,21,13,391,6,15,,,,,,
bertuty01,CHI,LW,18,12,7,22,2,6,0,1,20,19,42,1,19,321,4,17,,,,,,
carlsjo01,WSH,D,21,4,15,6,5,0,0,0,0,0,45,32,8,490,17,37,,,,,,
chychja01,WSH,D,22,6,13,21,12,2,0,1,0,0,71,24,22,514,9,29,,,,,,
foxad01,NYR,D,23,3,16,10,-1,1,0,1,0,0,48,38,14,557,17,28,,,,,,
hagelbr01,TBL,LW,20,9,10,12,7,1,1,2,13,16,58,11,13,388,8,25,,,,,,
heiskmi01,DAL,D,22,3,16,6,2,1,0,1,0,0,50,38,4,568,16,26,,,,,,
lehkoar01,COL,LW,21,8,11,2,19,1,0,0,0,2,56,19,11,415,4,16,,,,,,
