hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mackina01,COL,C,18,14,19,12,18,5,0,1,193,192,82,12,17,386,3,29,,,,,,
mcdavco01,EDM,C,20,9,21,8,-1,3,0,0,102,114,63,6,6,467,7,31,,,,,,
celebma01,SJS,F,19,10,17,10,3,2,0,1,155,156,53,13,13,390,7,28,,,,,,
bedarco01,CHI,C,18,10,16,16,8,4,0,1,77,89,59,8,5,381,8,22,,,,,,
carlsle01,ANA,C,18,11,15,21,7,2,2,3,140,157,48,9,4,347,8,15,,,,,,
nylanwi01,TOR,C,16,8,18,10,6,1,0,0,11,18,33,7,2,322,8,18,,,,,,
pastrda01,BOS,RW,20,11,15,14,-4,5,0,2,0,0,72,5,34,401,8,31,,,,,,
rantami01,DAL,RW,19,9,17,18,-5,4,0,1,14,15,52,12,15,400,2,18,,,,,,
eicheja01,VEG,C,17,8,16,0,6,0,0,2,140,144,70,11,4,360,13,35,,,,,,
makarca01,COL,D,18,6,18,8,16,0,0,2,0,0,47,32,10,460,10,18,,,,,,
necasma01,COL,C,18,12,12,12,15,3,0,0,7,3,39,6,21,379,4,39,,,,,,
scheima01,WPG,C,18,11,13,16,4,3,0,2,151,147,42,5,3,366,3,29,,,,,,
tavarjo01,TOR,C,19,11,13,4,4,2,0,1,191,125,56,5,18,341,5,13,,,,,,
draisle01,EDM,C,20,13,10,6,8,6,1,1,179,137,50,5,11,447,8,31,,,,,,
horvabo01,NYI,C,18,12,11,6,11,3,1,3,198,134,59,5,12,375,4,21,,,,,,
roberja01,DAL,LW,19,9,14,0,5,4,0,1,0,1,82,10,14,382,10,28,,,,,,
connoky01,WPG,LW,18,10,12,4,4,1,2,1,0,0,70,2,9,371,8,18,,,,,,
kapriki01,MIN,LW,19,10,12,4,-3,5,0,0,0,1,65,7,7,424,2,27,,,,,,
kniesma01,TOR,LW,19,5,17,8,4,2,0,0,0,0,42,9,50,390,5,16,,,,,,
larkidy01,DET,C,18,11,11,10,6,3,0,3,210,161,58,8,6,368,2,19,,,,,,
malkiev01,PIT,C,18,4,18,14,4,1,0,0,64,84,46,3,7,318,7,19,,,,,,
gauthcu01,ANA,LW,18,12,9,10,8,3,0,1,13,18,80,8,15,318,2,13,,,,,,
johnswy01,DAL,C,19,11,10,6,-4,8,0,2,115,111,53,17,5,401,6,13,,,,,,
marchbr03,FLA,LW,17,12,9,18,-4,2,0,1,0,1,49,3,15,311,4,18,,,,,,
schmani01,UTA,C,18,10,11,4,3,3,0,2,36,59,53,10,4,358,7,24,,,,,,
suzukni01,MTL,C,18,4,17,2,10,3,0,0,163,149,39,14,14,367,3,11,,,,,,
boldyma01,MIN,LW,19,10,10,6,0,5,0,1,12,19,64,11,12,406,3,24,,,,,,
crosbsi01,PIT,C,18,11,9,24,-1,6,0,1,195,174,40,9,16,350,7,19,,,,,,
debrial01,DET,RW,18,8,12,2,-4,5,0,1,1,4,73,6,4,317,4,20,,,,,,
hugheja03,NJD,C,17,10,10,0,3,1,0,2,52,101,69,10,2,359,12,35,,,,,,
marchki01,CBJ,RW,18,8,12,6,8,1,1,2,0,0,60,12,17,338,5,22,,,,,,
terrytr01,ANA,C,18,5,15,2,11,0,1,1,2,1,43,2,0,333,5,10,,,,,,
caufico01,MTL,RW,18,13,6,8,8,1,0,3,2,3,44,5,17,331,6,15,,,,,,
kempead01,LAK,LW,19,6,13,12,4,1,0,3,10,17,62,10,37,366,7,16,,,,,,
marnemi01,VEG,RW,17,4,15,4,9,1,0,0,8,8,30,9,7,357,9,25,,,,,,
morrijo04,WPG,D,18,3,16,6,7,1,0,0,0,0,32,36,11,440,7,21,,,,,,
stuetti02,OTT,LW,19,10,9,6,6,2,0,2,107,68,51,15,26,375,6,23,,,,,,
zegratr01,PHI,C,18,6,13,18,0,2,0,0,31,49,39,6,8,331,5,18,,,,,,
ahose01,CAR,F,18,7,11,4,5,1,0,1,137,156,48,7,20,364,10,24,,,,,,
bathedr01,OTT,C,16,6,12,6,5,2,0,1,1,0,31,5,29,281,7,11,,,,,,
geekimo01,BOS,C,20,12,6,8,-6,2,0,1,29,36,51,9,32,360,6,14,,,,,,
kellecl01,UTA,C,18,7,11,4,3,0,0,2,1,0,51,6,3,347,4,25,,,,,,
lehkoar01,COL,LW,18,8,10,2,17,1,0,0,0,2,51,17,9,350,3,14,,,,,,
raymolu01,DET,LW,16,4,14,2,3,1,0,1,1,0,33,7,6,284,11,16,,,,,,
brattje01,NJD,W,18,5,12,6,0,1,1,2,0,0,36,6,21,326,11,20,,,,,,
byfiequ01,LAK,C,19,4,13,8,4,1,0,2,120,173,45,5,17,379,8,18,,,,,,
heiskmi01,DAL,D,19,3,14,6,0,1,0,1,0,0,43,32,4,480,13,22,,,,,,
panarar01,NYR,LW,19,5,12,2,-1,0,0,2,0,0,59,2,2,392,5,22,,,,,,
smithwi01,SJS,C,19,7,10,8,5,1,0,2,3,16,43,6,7,343,2,17,,,,,,
wilsoto01,WSH,RW,18,9,8,45,5,4,0,0,5,6,41,6,49,349,6,15,,,,,,
barbaiv01,VEG,C,17,7,9,2,5,0,0,1,0,5,28,7,26,269,3,19,,,,,,
bouchev01,EDM,D,20,3,13,10,-5,1,0,1,0,0,54,26,8,471,15,30,,,,,,
foxad01,NYR,D,19,3,13,10,2,1,0,1,0,0,40,30,9,458,14,24,,,,,,
guentja01,TBL,C,17,7,9,4,2,1,1,1,39,36,47,12,6,360,6,13,,,,,,
hintzro01,DAL,LW,14,4,12,2,0,1,0,1,124,97,43,5,13,254,0,11,,,,,,
jarvise01,CAR,C,18,10,6,6,4,1,1,4,11,12,57,8,15,332,12,16,,,,,,
johanma03,MIN,C,19,7,9,4,5,3,0,2,4,5,30,5,9,303,6,17,,,,,,
merceda01,NJD,C,18,9,7,8,8,3,2,1,29,35,35,18,13,340,4,16,,,,,,
nugenry01,EDM,C,16,5,11,4,-11,2,0,0,38,54,23,4,7,300,3,9,,,,,,
stromdy01,WSH,C,16,5,11,6,10,0,0,1,159,113,33,5,7,283,6,14,,,,,,
thompta01,BUF,C,18,8,8,10,-6,2,0,0,71,73,72,11,25,343,10,21,,,,,,
tuchal01,BUF,RW,18,7,9,31,1,0,1,0,4,7,41,20,9,338,4,11,,,,,,
zachapa01,BOS,C,20,5,11,14,0,2,0,1,114,102,32,11,25,356,5,16,,,,,,
barzama01,NYI,C,17,5,10,14,10,0,0,1,45,87,37,14,6,352,6,17,,,,,,
bertuty01,CHI,LW,16,9,6,22,1,5,0,1,18,17,36,1,17,281,3,13,,,,,,
forsbfi01,NSH,C,19,8,7,8,1,0,0,0,2,6,60,9,43,361,11,26,,,,,,
kucheni01,TBL,RW,15,7,8,2,-1,2,0,1,0,0,47,4,5,318,5,27,,,,,,
lundean01,FLA,C,18,4,11,8,-1,2,1,0,175,150,33,16,16,349,1,22,,,,,,
petteel01,VAN,C,19,4,11,2,-2,1,1,0,194,214,30,41,22,384,9,19,,,,,,
pintosh01,OTT,C,19,9,6,12,1,0,0,1,124,100,48,14,16,365,6,16,,,,,,
riellmo01,TOR,D,18,3,12,2,-4,0,0,1,0,0,32,18,10,394,5,38,,,,,,
rustbr01,PIT,RW,16,5,10,6,-1,1,0,3,0,1,40,18,4,326,2,21,,,,,,
schaema01,NYI,D,18,7,8,6,3,4,0,2,0,0,54,21,9,407,9,24,,,,,,
burakan01,CHI,LW,16,7,7,6,4,1,0,1,0,4,25,7,6,282,10,13,,,,,,
carlsjo01,WSH,D,17,4,10,4,0,0,0,0,0,0,38,26,7,397,16,31,,,,,,
coolelo01,UTA,C,18,8,6,10,2,3,0,0,94,134,36,9,17,341,6,23,,,,,,
cozendy01,OTT,C,19,7,7,8,-10,3,0,0,101,85,37,10,59,328,2,18,,,,,,
drouijo01,NYI,LW,17,3,11,17,7,0,0,0,17,17,21,7,4,304,2,10,,,,,,
fialake01,LAK,LW,19,9,5,8,-2,2,0,2,1,5,61,7,10,355,4,28,,,,,,
giroucl01,OTT,C,19,4,10,4,4,1,0,1,95,42,38,4,18,313,6,19,,,,,,
guentdy01,UTA,RW,18,7,7,6,1,2,0,4,9,10,61,5,17,318,4,17,,,,,,
hagelbr01,TBL,LW,16,7,7,10,4,1,0,2,2,5,44,8,11,312,8,20,,,,,,
hertlto01,VEG,C,17,8,6,8,2,3,0,1,170,110,48,7,19,308,6,12,,,,,,
hutsola01,MTL,D,18,1,13,0,-4,0,0,1,0,0,25,28,10,411,9,24,,,,,,
konectr01,PHI,RW,18,5,9,13,0,0,0,1,7,12,40,15,31,344,7,30,,,,,,
matthau01,TOR,C,17,9,5,6,9,1,0,2,181,126,65,31,13,361,7,22,,,,,,
mcavoch01,BOS,D,19,0,14,26,-2,0,0,0,0,0,25,32,26,451,9,21,,,,,,
meierti01,NJD,RW,18,5,9,10,2,2,0,1,12,11,60,9,31,331,7,20,,,,,,
olofsvi01,COL,RW,18,5,9,4,-2,2,0,0,0,1,46,6,5,254,5,13,,,,,,
ovechal01,WSH,LW,18,5,9,2,4,0,0,2,1,0,44,2,34,322,2,17,,,,,,
rosloja01,EDM,C,18,6,8,8,6,2,0,2,15,12,44,5,5,313,5,16,,,,,,
schwaja01,SEA,C,18,7,7,8,8,1,1,1,9,5,38,17,23,313,12,21,,,,,,
sergami01,UTA,D,18,3,11,10,-1,1,0,0,0,0,36,37,5,449,5,33,,,,,,
vilarga01,WPG,C,18,6,8,4,-3,2,0,2,10,10,45,6,6,339,4,13,,,,,,
vorondi01,CBJ,LW,18,7,7,24,8,2,0,0,1,6,40,5,36,284,4,18,,,,,,
blakeja02,CAR,RW,18,4,9,14,4,0,0,0,0,1,45,6,3,292,8,24,,,,,,
boesebr01,VAN,RW,17,8,5,0,-5,1,0,2,13,21,40,6,12,310,2,9,,,,,,
chychja01,WSH,D,18,4,9,17,7,2,0,1,0,0,61,19,19,424,7,24,,,,,,
demidiv01,MTL,RW,18,4,9,10,2,1,0,1,0,0,21,8,6,256,6,18,,,,,,
dorofpa01,VEG,LW,17,10,3,6,-2,6,0,1,0,0,49,5,7,306,3,17,,,,,,
dvorach01,PHI,C,18,6,7,8,5,0,0,0,109,91,33,9,10,303,2,11,,,,,,
eberljo01,SEA,RW,18,7,6,10,4,0,0,2,7,8,47,7,16,353,4,16,,,,,,
ekmanol01,TOR,D,19,2,11,14,5,0,0,0,0,0,26,20,26,392,5,31,,,,,,
garlaco01,VAN,RW,16,5,8,6,3,1,0,1,4,9,40,8,9,333,5,19,,,,,,
hughequ01,VAN,D,14,1,12,2,-1,1,0,0,0,0,40,14,1,378,3,19,,,,,,
kreidch01,ANA,LW,14,10,3,10,-1,5,0,1,1,1,33,4,7,230,2,14,,,,,,
manthan01,PIT,RW,18,8,5,5,9,1,0,0,1,5,32,12,9,265,3,20,,,,,,
oreilry01,NSH,C,19,6,7,0,-2,1,1,2,194,145,34,16,6,369,13,8,,,,,,
palmiky01,NYI,RW,18,5,8,8,-2,1,0,0,2,1,52,7,16,344,4,14,,,,,,
peterjo01,UTA,RW,18,6,7,6,2,0,0,1,3,6,36,5,3,291,7,19,,,,,,
reinhsa01,FLA,C,18,10,3,2,-8,3,1,4,21,44,51,13,19,382,2,13,,,,,,
rossima01,MIN,C,17,4,9,2,-6,0,0,0,107,113,27,8,11,307,5,13,,,,,,
sandeja01,OTT,D,19,3,10,0,0,1,0,0,0,0,43,34,6,460,14,24,,,,,,
stonema01,VEG,RW,6,2,11,0,2,1,0,0,0,1,19,5,3,110,1,6,,,,,,
teravte01,CHI,F,18,4,9,2,5,1,0,1,11,18,22,9,8,345,5,25,,,,,,
werenza01,CBJ,D,18,4,9,0,9,1,0,0,0,0,66,28,10,479,11,37,,,,,,
beniema01,SEA,C,18,2,10,6,5,2,0,1,116,135,26,14,7,367,2,22,,,,,,
brazeju01,PIT,F,12,6,6,0,3,1,0,2,0,0,22,12,17,161,1,13,,,,,,
coylech01,CBJ,C,18,3,9,0,1,0,0,0,151,126,28,11,25,309,7,12,,,,,,
doanjo01,BUF,RW,18,5,7,4,-3,2,0,1,2,1,49,5,21,278,13,19,,,,,,
dunnvi02,SEA,D,18,3,9,12,-3,0,0,0,0,0,45,17,4,411,4,21,,,,,,
ehlerni01,CAR,LW,18,4,8,6,6,1,0,2,6,9,52,4,6,294,6,22,,,,,,
eklunwi01,SJS,LW,15,5,7,2,-7,2,0,0,0,4,38,13,13,296,4,16,,,,,,
eriksjo02,MIN,C,19,2,10,10,-4,1,0,0,212,199,59,12,35,375,5,9,,,,,,
fantiad01,CBJ,C,18,5,7,6,-4,1,0,0,76,70,45,11,20,305,7,20,,,,,,
gostish01,CAR,D,9,1,11,2,11,0,0,0,0,0,15,10,6,156,2,9,,,,,,
hedmavi01,TBL,D,15,0,12,4,1,0,0,0,0,0,23,28,7,338,5,25,,,,,,
heineem01,NYI,LW,18,8,4,8,6,1,0,0,3,1,40,7,65,263,3,9,,,,,,
hischni01,NJD,C,18,3,9,4,5,0,0,0,188,171,35,20,8,377,9,15,,,,,,
karlser01,PIT,D,18,1,11,6,5,0,0,0,0,0,36,19,0,424,12,30,,,,,,
lafreal01,NYR,LW,19,4,8,4,-4,1,0,1,2,5,41,11,25,333,6,11,,,,,,
nazarfr01,CHI,C,16,5,7,6,3,1,1,1,103,122,33,18,11,300,8,20,,,,,,
nemecsi01,NJD,D,18,4,8,6,5,0,0,1,0,0,24,31,3,336,4,16,,,,,,
newhoal01,MTL,C,17,6,6,8,7,1,0,2,37,52,24,5,26,248,1,4,,,,,,
nichuva01,COL,RW,17,5,7,4,2,1,0,0,1,0,41,4,16,305,8,12,,,,,,
pageaje01,NYI,C,18,6,6,0,1,0,2,2,171,105,20,16,29,277,7,12,,,,,,
sennebe01,ANA,F,18,6,6,10,-3,1,0,0,1,1,32,7,19,296,6,21,,,,,,
sherwki01,VAN,RW,19,11,1,12,-2,2,1,1,5,9,37,12,86,335,8,23,,,,,,
stephch02,SEA,C,18,4,8,0,-1,2,0,0,192,201,26,15,4,370,8,20,,,,,,
thomaro01,STL,C,15,3,9,4,1,1,0,0,125,117,22,8,3,271,9,24,,,,,,
troubja01,ANA,D,18,4,8,4,14,0,0,1,0,0,32,41,47,408,7,23,,,,,,
cirelan01,TBL,C,14,7,4,6,6,2,0,2,125,135,21,11,8,261,5,7,,,,,,
dahlira01,BUF,D,15,1,10,10,-10,1,0,0,0,0,38,18,13,369,7,32,,,,,,
dobsono01,MTL,D,18,1,10,10,4,0,0,0,0,0,32,37,5,403,6,25,,,,,,
donatry01,CHI,C,18,6,5,10,0,1,0,2,33,38,33,4,23,272,4,15,,,,,,
hughelu01,NJD,D,18,1,10,18,0,0,0,0,0,0,39,17,8,415,6,26,,,,,,
kadrina01,CGY,C,20,4,7,8,-12,1,0,0,113,135,65,6,12,409,6,24,,,,,,
kyroujo01,STL,C,18,6,5,0,-9,1,0,0,0,1,44,9,2,305,8,5,,,,,,
leean01,NYI,LW,18,3,8,12,0,0,0,1,14,11,46,13,19,269,3,9,,,,,,
mctavma01,ANA,C,18,3,8,28,0,1,0,1,114,129,29,9,21,305,5,12,,,,,,
niedeni01,WPG,RW,18,4,7,8,6,1,0,1,3,0,27,5,30,258,4,15,,,,,,
orlovdm01,SJS,D,19,0,11,14,-1,0,0,0,0,0,25,24,28,426,5,28,,,,,,
perryco01,LAK,RW,13,7,4,9,5,1,0,0,3,3,31,4,4,189,1,8,,,,,,
roberni01,TOR,LW,18,5,6,0,-1,1,0,1,1,1,36,7,20,239,5,16,,,,,,
snuggji01,STL,RW,19,5,6,6,-2,2,0,2,2,0,38,13,15,295,9,8,,,,,,
tippeow01,PHI,RW,18,6,5,20,0,1,0,0,0,1,49,8,29,302,5,25,,,,,,
toffoty01,SJS,C,19,5,6,2,2,2,0,0,1,3,38,11,15,316,5,12,,,,,,
wennbal01,SJS,C,19,5,6,4,-5,2,0,1,138,157,20,24,5,392,10,18,,,,,,
zibanmi01,NYR,C,19,6,5,4,-9,3,1,1,139,125,64,12,27,397,8,27,,,,,,
arvidvi01,BOS,LW,20,6,4,6,1,1,0,2,6,3,52,11,8,290,5,17,,,,,,
buiumze01,MIN,D,19,3,7,2,-10,2,0,0,0,0,26,12,5,364,3,22,,,,,,
buntimi01,NSH,LW,19,4,6,6,-4,0,0,0,3,7,22,6,7,273,1,17,,,,,,
catesno01,PHI,LW,18,4,6,6,1,1,0,2,112,158,35,13,15,313,4,10,,,,,,
chaboth01,OTT,D,17,2,8,10,6,1,0,0,0,0,19,35,11,372,6,12,,,,,,
coutuse01,PHI,C,17,2,8,8,-2,0,0,1,146,138,25,12,14,312,8,17,,,,,,
cuyllwi01,NYR,LW,19,6,4,12,-4,3,0,1,10,8,47,18,70,332,5,4,,,,,,
evanglu01,NSH,RW,18,2,8,6,0,1,0,0,0,0,36,4,3,274,6,19,,,,,,
faulkju01,STL,D,19,4,6,4,-2,1,0,0,0,0,33,40,17,446,5,16,,,,,,
frostmo01,CGY,C,20,3,7,12,3,0,0,0,152,127,35,10,13,323,4,10,,,,,,
hallta02,CAR,LW,18,4,6,10,4,0,0,0,5,9,29,6,9,255,5,14,,,,,,
harleth01,DAL,D,18,1,9,8,-7,0,0,0,0,0,21,43,9,413,7,26,,,,,,
haulaer01,NSH,LW,19,3,7,18,-3,1,0,0,110,101,26,7,30,306,7,13,,,,,,
jennebo01,CBJ,C,16,3,7,13,-7,1,0,1,51,40,32,13,30,257,2,11,,,,,,
kapanol01,MTL,C,18,6,4,4,0,0,1,1,53,52,23,13,8,227,3,6,,,,,,
kurasph01,SJS,C,17,5,5,6,2,0,0,1,15,15,35,6,14,298,4,16,,,,,,
laferal01,LAK,RW,19,5,5,4,0,0,1,1,37,43,40,12,46,308,4,17,,,,,,
levshar01,CHI,D,17,0,10,10,2,0,0,0,0,0,18,15,20,273,5,24,,,,,,
