hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
scheima01,WPG,C,12,9,11,4,9,3,0,2,96,100,30,2,3,237,1,17,,,,,,
eicheja01,VEG,C,11,8,11,0,5,0,0,2,98,100,47,6,4,230,8,24,,,,,,
mackina01,COL,C,13,10,9,8,10,4,0,1,144,134,55,9,13,282,3,23,,,,,,
celebma01,SJS,F,12,7,11,4,2,2,0,1,117,109,37,6,8,250,5,16,,,,,,
makarca01,COL,D,13,4,14,6,12,0,0,1,0,0,34,22,10,330,9,13,,,,,,
malkiev01,PIT,C,13,3,15,12,7,1,0,0,50,59,28,3,7,222,4,14,,,,,,
suzukni01,MTL,C,12,2,16,2,9,2,0,0,108,106,27,8,5,242,2,6,,,,,,
connoky01,WPG,LW,12,8,9,4,11,0,2,1,0,0,47,2,5,243,5,13,,,,,,
larkidy01,DET,C,12,8,9,8,7,3,0,3,133,104,33,6,5,243,1,12,,,,,,
mcdavco01,EDM,C,13,3,14,2,-3,1,0,0,64,83,42,2,2,307,4,18,,,,,,
necasma01,COL,C,13,9,8,8,9,2,0,0,6,2,28,3,14,276,2,29,,,,,,
pastrda01,BOS,RW,14,7,10,12,-5,3,0,0,0,0,49,4,28,275,6,25,,,,,,
schmani01,UTA,C,11,7,10,4,7,3,0,2,19,38,39,7,2,216,3,18,,,,,,
crosbsi01,PIT,C,13,9,7,22,4,4,0,1,132,116,27,7,13,243,5,14,,,,,,
draisle01,EDM,C,13,9,7,2,5,5,1,0,114,79,38,2,7,294,4,16,,,,,,
kapriki01,MIN,LW,13,7,9,0,-5,4,0,0,0,0,43,5,2,294,1,20,,,,,,
tavarjo01,TOR,C,12,6,10,0,1,1,0,1,112,84,35,2,13,208,2,7,,,,,,
bathedr01,OTT,C,10,5,10,4,4,2,0,1,1,0,22,3,16,170,7,9,,,,,,
bedarco01,CHI,C,12,6,9,12,6,2,0,1,45,59,37,4,5,254,6,15,,,,,,
carlsle01,ANA,C,10,5,10,2,5,0,1,1,62,80,27,7,1,190,3,9,,,,,,
caufico01,MTL,RW,12,10,5,4,7,1,0,3,0,3,34,5,13,219,4,9,,,,,,
hugheja03,NJD,C,12,9,6,0,0,1,0,2,38,72,42,8,1,240,8,31,,,,,,
kempead01,LAK,LW,13,5,10,12,2,1,0,2,9,16,41,8,33,259,6,14,,,,,,
kniesma01,TOR,LW,12,4,11,8,2,2,0,0,0,0,28,8,28,242,4,12,,,,,,
nylanwi01,TOR,C,9,3,12,2,5,0,0,0,8,9,14,3,2,174,7,11,,,,,,
debrial01,DET,RW,12,4,10,0,-1,3,0,0,0,3,45,4,1,208,1,12,,,,,,
marnemi01,VEG,RW,11,3,11,2,8,1,0,0,5,3,19,6,6,231,5,15,,,,,,
rantami01,DAL,RW,12,5,9,14,-2,2,0,1,8,7,27,6,13,259,1,9,,,,,,
stuetti02,OTT,LW,13,6,8,6,4,2,0,0,70,45,40,8,16,257,2,18,,,,,,
boldyma01,MIN,LW,13,5,8,6,-4,3,0,0,11,12,46,5,9,281,0,14,,,,,,
brattje01,NJD,W,12,4,9,6,1,1,1,1,0,0,25,4,16,203,9,13,,,,,,
merceda01,NJD,C,12,8,5,4,8,3,2,1,20,28,23,15,10,216,1,10,,,,,,
nugenry01,EDM,C,13,5,8,4,-8,2,0,0,32,47,23,3,7,246,2,5,,,,,,
stonema01,VEG,RW,6,2,11,0,2,1,0,0,0,1,19,5,3,110,1,6,,,,,,
terrytr01,ANA,C,10,5,8,0,8,0,1,1,1,1,23,1,0,180,1,6,,,,,,
vilarga01,WPG,C,12,5,8,2,4,1,0,1,8,6,29,4,4,221,1,9,,,,,,
wilsoto01,WSH,RW,12,6,7,27,4,3,0,0,1,4,24,5,36,234,3,11,,,,,,
zegratr01,PHI,C,11,4,9,18,3,2,0,0,25,40,21,3,5,192,2,11,,,,,,
brazeju01,PIT,F,12,6,6,0,3,1,0,2,0,0,22,12,17,161,1,13,,,,,,
coolelo01,UTA,C,11,8,4,4,5,3,0,0,61,81,26,5,10,206,3,15,,,,,,
guentdy01,UTA,RW,11,5,7,6,6,1,0,4,4,5,40,4,11,201,1,10,,,,,,
horvabo01,NYI,C,11,7,5,6,5,2,1,2,125,90,38,3,6,231,1,11,,,,,,
kellecl01,UTA,C,11,4,8,4,6,0,0,1,1,0,26,5,1,211,1,18,,,,,,
lehkoar01,COL,LW,13,4,8,0,12,0,0,0,0,1,33,14,6,253,1,12,,,,,,
marchbr03,FLA,LW,11,6,6,12,-3,1,0,1,0,1,35,1,12,201,1,12,,,,,,
pintosh01,OTT,C,13,8,4,10,2,0,0,1,93,61,38,9,10,248,5,11,,,,,,
rossima01,MIN,C,12,3,9,2,-5,0,0,0,79,83,22,7,9,220,3,11,,,,,,
tuchal01,BUF,RW,12,5,7,29,4,0,1,0,3,6,30,15,3,230,3,8,,,,,,
zachapa01,BOS,C,14,2,10,12,2,0,0,0,70,51,19,6,14,247,4,13,,,,,,
ahose01,CAR,F,11,4,7,4,0,0,0,0,92,99,23,4,19,220,5,17,,,,,,
eklunwi01,SJS,LW,12,5,6,2,-5,2,0,0,0,4,31,10,8,237,3,14,,,,,,
foxad01,NYR,D,13,3,8,6,2,1,0,1,0,0,28,23,8,310,12,13,,,,,,
garlaco01,VAN,RW,11,3,8,4,6,0,0,1,1,8,28,6,8,225,4,12,,,,,,
geekimo01,BOS,C,14,9,2,4,-6,2,0,1,18,13,28,4,26,251,5,9,,,,,,
hertlto01,VEG,C,11,5,6,8,4,3,0,1,114,78,25,3,13,196,1,9,,,,,,
hischni01,NJD,C,12,3,8,4,6,0,0,0,131,121,26,14,7,245,6,13,,,,,,
hutsola01,MTL,D,12,1,10,0,3,0,0,1,0,0,15,18,8,270,3,15,,,,,,
jarvise01,CAR,C,11,7,4,4,1,1,1,4,8,9,40,6,7,214,6,10,,,,,,
johnswy01,DAL,C,12,7,4,4,-3,4,0,1,83,76,40,13,5,258,3,12,,,,,,
manthan01,PIT,RW,13,6,5,0,7,0,0,0,1,5,24,10,6,195,3,16,,,,,,
marchki01,CBJ,RW,11,5,6,6,7,1,0,2,0,0,40,9,10,200,3,11,,,,,,
morrijo04,WPG,D,12,1,10,6,11,0,0,0,0,0,20,24,7,295,4,18,,,,,,
nazarfr01,CHI,C,12,5,6,6,5,1,1,1,82,103,28,13,11,236,8,17,,,,,,
raymolu01,DET,LW,10,3,8,0,3,1,0,1,1,0,15,3,3,172,6,8,,,,,,
sandeja01,OTT,D,13,3,8,0,1,1,0,0,0,0,31,22,5,310,9,20,,,,,,
stromdy01,WSH,C,10,3,8,2,6,0,0,0,102,74,22,5,3,168,3,8,,,,,,
barbaiv01,VEG,C,11,3,7,0,3,0,0,0,0,4,14,2,20,169,2,11,,,,,,
byfiequ01,LAK,C,13,2,8,8,-2,1,0,0,98,122,31,5,14,258,7,10,,,,,,
cirelan01,TBL,C,11,6,4,4,5,2,0,2,113,108,19,8,8,217,5,7,,,,,,
cozendy01,OTT,C,13,6,4,4,-11,3,0,0,72,62,31,7,44,226,0,8,,,,,,
demidiv01,MTL,RW,12,3,7,6,4,0,0,1,0,0,14,5,4,167,5,13,,,,,,
dorofpa01,VEG,LW,11,9,1,6,2,5,0,1,0,0,33,5,4,192,1,10,,,,,,
gauthcu01,ANA,LW,10,6,4,10,7,1,0,1,6,8,51,4,11,184,0,8,,,,,,
guentja01,TBL,C,11,4,6,4,0,0,0,0,20,20,36,6,2,235,3,12,,,,,,
johanma03,MIN,C,13,5,5,2,-1,3,0,0,4,2,24,5,7,208,3,10,,,,,,
kadrina01,CGY,C,13,3,7,8,-7,1,0,0,64,83,40,4,10,266,4,17,,,,,,
karlser01,PIT,D,13,0,10,4,7,0,0,0,0,0,23,15,0,296,8,23,,,,,,
kucheni01,TBL,RW,9,4,6,2,-6,1,0,1,0,0,28,3,2,189,3,15,,,,,,
mcavoch01,BOS,D,14,0,10,22,-3,0,0,0,0,0,19,23,23,336,6,15,,,,,,
olofsvi01,COL,RW,13,3,7,0,-2,1,0,0,0,0,40,2,3,177,3,11,,,,,,
peterjo01,UTA,RW,11,4,6,4,8,0,0,1,1,4,19,4,2,179,5,13,,,,,,
protaal01,WSH,C,12,5,5,2,4,0,0,1,1,7,28,8,6,224,3,12,,,,,,
roberja01,DAL,LW,12,3,7,0,1,2,0,0,0,1,51,9,8,249,7,15,,,,,,
rustbr01,PIT,RW,11,4,6,6,4,0,0,2,0,1,25,15,2,222,1,14,,,,,,
schwaja01,SEA,C,11,4,6,6,5,1,0,1,5,3,21,10,18,188,9,17,,,,,,
smithwi01,SJS,C,12,4,6,8,3,0,0,1,1,9,24,5,6,216,1,15,,,,,,
thompta01,BUF,C,12,5,5,10,-4,1,0,0,42,38,54,9,18,230,8,12,,,,,,
vorondi01,CBJ,LW,11,5,5,14,9,1,0,0,1,5,23,1,26,169,3,7,,,,,,
werenza01,CBJ,D,11,4,6,0,9,1,0,0,0,0,40,17,7,285,5,29,,,,,,
barzama01,NYI,C,10,3,6,8,5,0,0,0,34,70,19,9,4,208,4,14,,,,,,
bouchev01,EDM,D,13,2,7,8,-8,1,0,1,0,0,35,18,6,307,6,21,,,,,,
burakan01,CHI,LW,11,4,5,6,1,1,0,1,0,3,15,3,5,187,7,10,,,,,,
coutuse01,PHI,C,10,2,7,6,1,0,0,1,97,80,16,9,9,181,4,9,,,,,,
coylech01,CBJ,C,11,2,7,0,2,0,0,0,87,77,17,5,14,182,4,6,,,,,,
dahlira01,BUF,D,12,1,8,10,-8,1,0,0,0,0,33,15,11,296,6,29,,,,,,
doanjo01,BUF,RW,12,4,5,2,2,2,0,1,2,1,36,3,12,181,6,11,,,,,,
eriksjo02,MIN,C,13,2,7,8,-7,1,0,0,148,134,39,9,27,255,4,5,,,,,,
fialake01,LAK,LW,13,5,4,6,-5,1,0,1,0,5,44,4,9,239,4,20,,,,,,
forsbfi01,NSH,C,13,5,4,4,-1,0,0,0,1,4,37,6,31,245,8,14,,,,,,
harleth01,DAL,D,12,1,8,6,-5,0,0,0,0,0,14,33,5,279,6,14,,,,,,
lindhel01,BOS,C,13,4,5,8,-3,4,0,1,131,97,22,14,19,230,3,12,,,,,,
lundean01,FLA,C,12,3,6,4,-1,2,0,0,104,91,25,9,9,225,1,16,,,,,,
