hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mackina01,COL,C,44,36,42,16,48,7,0,5,417,407,205,25,38,958,12,86,,,,,,
mcdavco01,EDM,C,45,30,48,16,2,9,1,1,231,257,171,18,20,1027,14,69,,,,,,
celebma01,SJS,F,44,24,46,28,17,4,0,4,333,346,147,26,26,924,26,69,,,,,,
kucheni01,TBL,RW,39,22,43,18,23,5,0,4,0,1,114,14,15,783,11,66,,,,,,
draisle01,EDM,C,45,23,40,20,7,11,1,2,419,316,128,11,20,990,18,71,,,,,,
rantami01,DAL,RW,44,18,43,77,3,4,0,1,28,26,107,21,32,886,16,51,,,,,,
necasma01,COL,C,44,20,35,24,39,4,0,0,9,9,100,13,46,907,12,73,,,,,,
pastrda01,BOS,RW,40,19,36,32,-4,8,0,2,1,1,139,16,47,798,14,68,,,,,,
roberja01,DAL,LW,45,26,28,12,20,10,0,3,0,2,167,18,26,890,12,64,,,,,,
connoky01,WPG,LW,43,21,31,10,4,2,2,1,0,0,144,7,10,900,9,36,,,,,,
kapriki01,MIN,LW,46,25,27,14,7,9,0,2,0,2,165,18,23,1028,11,66,,,,,,
scheima01,WPG,C,43,22,30,22,7,6,0,2,320,357,94,19,19,895,13,58,,,,,,
makarca01,COL,D,44,13,38,18,30,2,0,4,0,0,119,75,21,1096,25,43,,,,,,
boldyma01,MIN,LW,46,27,23,20,12,7,2,3,33,43,152,32,31,965,19,55,,,,,,
johnswy01,DAL,C,45,24,26,12,0,15,0,3,217,236,114,33,15,908,10,30,,,,,,
crosbsi01,PIT,C,43,24,25,30,0,9,0,3,503,396,103,18,39,846,14,47,,,,,,
panarar01,NYR,LW,45,16,33,14,-11,1,0,3,0,0,139,8,7,936,10,57,,,,,,
raymolu01,DET,LW,44,14,34,10,7,4,0,5,1,0,94,20,21,826,18,44,,,,,,
suzukni01,MTL,C,45,14,34,8,16,8,0,1,384,412,98,39,34,943,14,40,,,,,,
bedarco01,CHI,C,33,19,27,30,9,5,0,3,148,167,110,15,9,690,13,42,,,,,,
debrial01,DET,RW,46,23,23,10,5,10,0,4,8,19,157,19,22,824,20,41,,,,,,
eicheja01,VEG,C,36,14,32,2,5,0,0,3,267,302,132,24,21,769,18,61,,,,,,
marchbr03,FLA,LW,41,23,23,32,-8,5,0,2,1,7,115,16,33,762,13,43,,,,,,
marnemi01,VEG,RW,43,10,36,12,10,2,0,0,44,71,80,27,15,864,19,61,,,,,,
werenza01,CBJ,D,40,16,30,6,5,1,0,0,0,0,147,56,18,1062,21,69,,,,,,
guentja01,TBL,C,43,19,26,17,10,5,2,3,84,91,110,27,18,884,15,36,,,,,,
stuetti02,OTT,LW,44,19,26,29,2,6,1,3,220,186,106,30,77,916,21,61,,,,,,
carlsle01,ANA,C,44,18,26,29,3,3,2,3,315,378,107,15,8,856,19,52,,,,,,
hutsola01,MTL,D,45,8,36,8,15,1,0,3,0,0,75,72,20,1071,19,51,,,,,,
nylanwi01,TOR,C,34,15,29,12,1,3,0,2,18,31,69,12,4,645,15,35,,,,,,
reinhsa01,FLA,C,44,23,21,6,-12,8,3,5,39,70,116,27,44,938,12,30,,,,,,
ahose01,CAR,F,45,17,26,18,4,4,1,2,348,354,105,16,37,890,21,61,,,,,,
bouchev01,EDM,D,45,9,34,16,2,6,0,2,0,0,112,66,13,1108,21,67,,,,,,
caufico01,MTL,RW,45,21,21,8,11,4,0,5,4,8,128,12,33,826,16,24,,,,,,
larkidy01,DET,C,46,23,19,32,4,8,0,5,503,436,133,26,21,939,11,41,,,,,,
terrytr01,ANA,C,43,13,29,12,6,0,2,1,4,4,103,13,0,800,16,35,,,,,,
wilsoto01,WSH,RW,41,22,20,59,20,7,0,2,11,13,97,24,110,794,11,49,,,,,,
geekimo01,BOS,C,45,25,16,14,-6,7,0,4,51,62,106,16,70,780,11,37,,,,,,
kellecl01,UTA,C,45,13,28,14,8,1,0,3,11,13,126,18,8,869,14,54,,,,,,
thompta01,BUF,C,43,22,19,23,-10,3,0,1,208,225,149,25,47,810,16,34,,,,,,
zegratr01,PHI,C,43,17,24,32,1,6,0,2,53,92,93,12,15,807,13,41,,,,,,
bathedr01,OTT,C,41,17,23,19,-3,6,0,3,7,5,91,14,58,747,16,34,,,,,,
gauthcu01,ANA,LW,45,20,20,16,3,5,0,3,33,42,167,12,32,790,12,44,,,,,,
schmani01,UTA,C,45,16,24,12,7,4,0,4,211,233,114,29,11,888,22,50,,,,,,
tavarjo01,TOR,C,44,16,24,20,-3,2,0,1,404,280,110,8,39,787,18,43,,,,,,
zibanmi01,NYR,C,45,17,23,8,-14,8,2,2,320,303,120,31,69,935,18,63,,,,,,
hagelbr01,TBL,LW,38,21,18,26,23,2,1,5,16,20,111,21,30,722,15,43,,,,,,
vilarga01,WPG,C,43,17,22,14,-1,6,0,2,29,35,86,17,11,809,8,35,,,,,,
hughequ01,2TM,D,40,3,36,12,-3,2,0,0,0,0,111,46,5,1103,16,56,,,,,,
kniesma01,TOR,LW,41,12,26,17,-1,4,0,2,0,0,86,16,95,790,11,36,,,,,,
konectr01,PHI,RW,42,14,24,25,14,1,0,1,10,27,97,23,54,795,10,63,,,,,,
ovechal01,WSH,LW,45,19,19,12,1,2,0,4,2,0,121,9,80,800,5,41,,,,,,
stonema01,VEG,RW,27,15,23,7,7,7,0,2,1,5,65,19,14,523,14,32,,,,,,
guentdy01,UTA,RW,45,21,16,20,0,4,0,5,21,28,145,16,39,776,9,39,,,,,,
nelsobr01,COL,C,44,21,16,16,13,7,0,5,402,390,94,36,22,833,13,34,,,,,,
oreilry01,NSH,C,44,13,24,8,0,2,2,5,416,329,77,35,9,874,29,25,,,,,,
