hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mcdavco01,EDM,C,49,30,53,16,5,9,1,1,255,292,182,19,21,1122,17,72,,,,,,
mackina01,COL,C,46,36,46,16,47,7,0,5,435,432,212,26,39,1003,13,90,,,,,,
celebma01,SJS,F,47,24,48,28,14,4,0,4,365,371,161,29,26,994,28,72,,,,,,
kucheni01,TBL,RW,42,24,45,22,20,6,0,4,0,2,127,14,15,852,12,68,,,,,,
draisle01,EDM,C,48,25,42,22,8,11,1,2,450,349,136,11,21,1060,20,79,,,,,,
rantami01,DAL,RW,47,19,44,79,4,5,0,1,29,28,113,24,37,948,16,55,,,,,,
pastrda01,BOS,RW,44,20,39,32,0,9,0,2,1,2,153,16,51,882,17,74,,,,,,
necasma01,COL,C,46,22,36,26,39,4,0,0,9,9,107,17,48,950,13,79,,,,,,
scheima01,WPG,C,47,23,35,22,8,6,0,2,340,393,101,22,20,978,14,61,,,,,,
connoky01,WPG,LW,47,23,33,10,5,2,2,1,0,0,155,7,10,982,9,37,,,,,,
eicheja01,VEG,C,40,17,39,8,10,0,0,5,299,349,156,26,23,849,20,69,,,,,,
roberja01,DAL,LW,48,27,29,14,20,10,0,4,0,2,174,20,28,952,12,67,,,,,,
kapriki01,MIN,LW,49,25,30,14,6,9,0,2,0,2,168,18,28,1091,15,70,,,,,,
panarar01,NYR,LW,48,18,36,14,-15,1,0,3,1,0,147,11,7,998,12,62,,,,,,
suzukni01,MTL,C,49,15,39,10,18,9,0,1,428,440,106,40,37,1025,15,44,,,,,,
crosbsi01,PIT,C,47,26,27,32,0,10,0,3,552,425,113,21,41,930,16,52,,,,,,
johnswy01,DAL,C,48,25,28,12,1,15,0,3,226,251,121,34,17,968,13,31,,,,,,
makarca01,COL,D,46,14,39,20,27,2,0,4,0,0,122,78,22,1147,25,47,,,,,,
raymolu01,DET,LW,47,14,38,12,6,4,0,5,1,0,97,22,23,878,20,50,,,,,,
werenza01,CBJ,D,44,18,34,10,5,3,0,0,0,0,162,58,19,1173,22,73,,,,,,
boldyma01,MIN,LW,48,27,24,22,12,7,2,3,39,46,157,32,32,1004,20,58,,,,,,
marnemi01,VEG,RW,47,12,39,14,10,3,0,0,55,92,93,30,17,941,22,65,,,,,,
ahose01,CAR,F,49,17,33,30,6,4,1,2,379,375,113,16,43,967,22,67,,,,,,
debrial01,DET,RW,49,25,25,10,3,11,0,4,9,21,167,22,22,877,22,48,,,,,,
hutsola01,MTL,D,49,8,42,10,16,1,0,3,0,0,80,82,21,1168,20,57,,,,,,
thompta01,BUF,C,47,25,25,25,-10,4,0,2,238,262,165,28,47,896,18,43,,,,,,
stuetti02,OTT,LW,47,21,28,29,3,6,1,3,239,197,117,31,79,974,21,66,,,,,,
caufico01,MTL,RW,49,24,24,10,14,5,0,6,5,9,143,12,35,899,18,31,,,,,,
nylanwi01,TOR,C,37,17,31,14,1,3,0,3,19,33,75,13,4,686,16,38,,,,,,
bedarco01,CHI,C,35,19,28,30,6,5,0,3,148,167,119,15,9,733,14,44,,,,,,
bouchev01,EDM,D,49,11,36,16,5,6,0,3,0,0,127,69,15,1209,23,73,,,,,,
guentja01,TBL,C,46,20,27,21,7,5,2,4,88,99,124,27,20,946,17,40,,,,,,
reinhsa01,FLA,C,47,24,23,8,-12,9,3,5,39,72,127,28,46,1001,14,34,,,,,,
stonema01,VEG,RW,31,18,29,7,11,7,0,3,1,6,76,22,16,602,16,36,,,,,,
kellecl01,UTA,C,49,13,33,14,14,1,0,3,12,13,133,19,8,941,15,56,,,,,,
marchbr03,FLA,LW,41,23,23,32,-8,5,0,2,1,7,115,16,33,762,13,43,,,,,,
zibanmi01,NYR,C,48,21,25,8,-15,9,2,3,340,318,133,33,70,995,21,68,,,,,,
carlsle01,ANA,C,44,18,26,29,3,3,2,3,315,378,107,15,8,856,19,52,,,,,,
oreilry01,NSH,C,48,16,28,8,5,2,2,5,461,359,85,38,9,957,30,31,,,,,,
schmani01,UTA,C,49,18,26,12,12,4,0,4,246,272,120,31,12,963,26,54,,,,,,
vilarga01,WPG,C,47,19,25,14,1,7,0,2,33,37,97,18,11,881,9,40,,,,,,
zegratr01,PHI,C,47,19,25,34,-3,7,0,2,57,102,107,13,18,885,13,43,,,,,,
larkidy01,DET,C,49,24,19,32,4,8,0,6,530,468,144,27,22,989,12,46,,,,,,
bathedr01,OTT,C,44,18,24,21,-3,7,0,3,8,8,97,15,68,795,17,35,,,,,,
geekimo01,BOS,C,48,25,17,14,-6,7,0,4,55,64,113,16,76,830,13,38,,,,,,
hagelbr01,TBL,LW,41,22,20,28,25,3,1,5,17,22,120,22,30,791,17,45,,,,,,
hertlto01,VEG,C,47,19,23,27,0,9,0,3,428,317,124,22,56,814,11,31,,,,,,
tavarjo01,TOR,C,48,17,25,20,-6,3,0,1,448,306,116,10,43,859,19,46,,,,,,
terrytr01,ANA,C,43,13,29,12,6,0,2,1,4,4,103,13,0,800,16,35,,,,,,
wilsoto01,WSH,RW,41,22,20,59,20,7,0,2,11,13,97,24,110,794,11,49,,,,,,
demidiv01,MTL,RW,49,11,30,24,8,3,0,2,0,0,69,18,19,749,14,44,,,,,,
guentdy01,UTA,RW,49,23,18,22,5,4,0,6,21,29,160,16,40,845,10,39,,,,,,
konectr01,PHI,RW,46,15,26,43,9,1,0,1,10,29,103,24,59,868,10,68,,,,,,
marchki01,CBJ,RW,44,18,23,20,4,3,1,4,1,2,139,29,35,831,28,59,,,,,,
