hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
beechjo01,2TM,C,21,1,2,2,-6,0,0,0,33,50,20,14,15,210,2,7,,,,,,
berggjo02,2TM,RW,19,4,6,6,-2,2,0,0,0,0,27,3,11,225,1,16,,,,,,
blaissa01,2TM,LW,9,1,3,6,-1,0,0,0,1,0,8,6,34,74,1,2,,,,,,
buiumze01,2TM,D,36,4,12,10,-8,3,0,1,0,0,35,19,11,654,6,34,,,,,,
hughequ01,2TM,D,31,3,23,12,-8,2,0,0,0,0,85,39,3,853,11,43,,,,,,
jarrytr01,2TM,G,17,0,0,0,0,0,0,0,0,0,0,0,0,966,0,4,12,3,1,44,467,1
kulakbr01,2TM,D,35,0,2,12,-7,0,0,0,0,0,35,45,5,620,5,25,,,,,,
marchma01,2TM,F,31,5,9,28,-4,2,0,2,10,21,53,10,39,511,10,40,,,,,,
ohgreli01,2TM,LW,23,2,1,0,-2,0,0,0,2,2,26,9,36,211,1,10,,,,,,
reichlu01,2TM,LW,19,2,3,6,-4,0,0,0,46,71,15,11,7,232,2,13,,,,,,
rossima01,2TM,C,22,4,10,4,-8,0,0,0,146,154,31,17,14,387,5,17,,,,,,
sebrado01,2TM,D,12,0,2,14,0,0,0,0,0,0,8,11,18,161,2,11,,,,,,
skinnst01,2TM,G,25,0,0,0,0,0,0,0,0,0,0,0,0,1429,0,13,11,10,4,70,612,2
stastsp01,2TM,D,36,1,8,10,-2,0,0,0,0,0,36,32,7,546,12,30,,,,,,
stechtr01,2TM,D,22,1,5,10,10,0,0,0,0,0,18,20,11,407,7,27,,,,,,
texieal01,2TM,C,22,3,4,4,-2,0,0,0,1,8,27,3,22,284,3,9,,,,,,
buteyvy01,ANA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,13,0
carlsle01,ANA,C,36,17,24,25,10,3,2,3,277,327,89,13,5,714,17,38,,,,,,
colansa01,ANA,RW,7,1,0,4,-3,0,0,0,1,1,3,1,9,71,0,6,,,,,,
dostalu01,ANA,G,22,0,0,2,0,0,0,0,0,0,0,0,0,1274,0,9,13,7,1,59,583,0
gauthcu01,ANA,LW,37,18,18,14,13,4,0,3,26,31,141,9,27,643,10,37,,,,,,
granlmi01,ANA,C,19,6,8,8,0,1,0,0,120,113,41,11,11,312,3,14,,,,,,
gudasra01,ANA,D,26,1,7,9,-3,0,0,0,0,0,35,43,90,409,6,17,,,,,,
harkija01,ANA,C,16,2,0,6,-3,0,0,0,53,54,10,11,49,137,2,5,,,,,,
helledr01,ANA,D,33,2,7,8,-6,0,0,0,0,0,27,49,35,614,13,23,,,,,,
hussovi01,ANA,G,9,0,0,2,0,0,0,0,0,0,0,0,0,480,0,6,5,3,1,26,224,0
johnsro02,ANA,LW,36,2,8,50,-2,0,0,0,2,3,22,11,106,334,4,18,,,,,,
killoal01,ANA,C,37,2,9,14,0,0,0,0,26,45,61,18,32,566,12,28,,,,,,
kreidch01,ANA,LW,33,13,9,16,0,6,0,1,7,18,69,12,27,557,4,29,,,,,,
lacomja01,ANA,D,37,6,15,8,2,1,1,0,0,0,82,66,30,903,24,55,,,,,,
mctavma01,ANA,C,37,8,14,34,-3,2,0,2,236,243,72,21,36,586,9,28,,,,,,
mintypa01,ANA,D,33,4,5,2,0,0,0,2,0,0,31,51,18,521,7,26,,,,,,
mooreia01,ANA,D,23,2,3,12,3,0,0,1,0,0,24,42,11,311,7,21,,,,,,
mrazepe01,ANA,G,8,0,0,0,0,0,0,0,0,0,0,0,0,451,0,5,3,3,0,29,219,0
nesteni02,ANA,C,23,1,7,8,1,0,0,1,9,17,22,5,41,279,1,12,,,,,,
poehlry01,ANA,C,30,2,11,4,0,0,0,0,154,191,30,35,12,385,3,18,,,,,,
sennebe01,ANA,F,37,11,17,28,0,1,1,0,2,1,70,11,34,597,9,35,,,,,,
stromry01,ANA,C,19,2,4,10,0,1,0,0,69,90,23,3,4,218,2,10,,,,,,
terrytr01,ANA,C,37,10,25,8,11,0,2,1,2,3,93,11,0,681,12,28,,,,,,
troubja01,ANA,D,37,6,10,6,12,0,0,1,0,0,67,66,72,796,11,41,,,,,,
vatrafr01,ANA,LW,37,3,3,34,-10,0,0,1,5,8,67,24,67,447,5,12,,,,,,
zellwol01,ANA,D,36,5,10,16,9,1,0,1,0,0,63,38,18,631,12,30,,,,,,
arvidvi01,BOS,LW,25,7,7,6,1,1,0,3,6,4,65,14,8,356,5,20,,,,,,
aspirjo01,BOS,D,19,1,0,8,8,0,0,0,0,0,12,28,32,306,3,20,,,,,,
blumema01,BOS,RW,4,0,0,0,-3,0,0,0,0,1,4,2,2,43,0,3,,,,,,
callami02,BOS,D,5,0,0,0,-1,0,0,0,0,0,3,9,3,64,2,3,,,,,,
eyssimi01,BOS,C,35,6,8,21,-6,1,0,1,1,3,76,10,26,411,2,23,,,,,,
geekimo01,BOS,C,37,25,14,12,-3,7,0,4,49,57,92,12,62,650,7,29,,,,,,
harrijo01,BOS,D,5,1,1,0,0,0,0,0,0,0,9,3,4,78,1,5,,,,,,
jeannta01,BOS,F,37,4,11,32,1,0,0,1,7,6,42,31,110,509,3,28,,,,,,
jokihhe01,BOS,D,25,0,6,10,-5,0,0,0,0,0,22,19,13,434,4,31,,,,,,
kastema01,BOS,C,37,6,7,62,5,0,0,2,165,114,51,38,99,510,16,21,,,,,,
khusnma01,BOS,C,32,4,7,10,-3,0,0,1,32,36,34,16,16,443,12,20,,,,,,
korpijo01,BOS,G,14,0,0,0,0,0,0,0,0,0,0,0,0,760,0,6,6,7,0,46,384,0
kuralse01,BOS,C,37,3,7,22,2,0,0,0,180,208,52,24,40,522,10,25,,,,,,
lindhel01,BOS,C,27,5,18,28,-1,4,0,1,234,198,39,24,24,462,5,21,,,,,,
lindhha01,BOS,D,29,2,9,28,-8,1,0,1,0,0,48,49,4,645,10,32,,,,,,
lohrema01,BOS,D,32,2,11,8,2,1,0,0,0,0,27,43,16,539,8,39,,,,,,
mcavoch01,BOS,D,25,1,18,30,-1,0,0,0,0,0,41,41,31,595,14,27,,,,,,
merkuge01,BOS,F,1,0,0,0,-1,0,0,0,0,0,0,0,0,10,0,0,,,,,,
mintefr01,BOS,C,37,6,7,12,5,0,0,1,162,167,45,28,74,533,10,14,,,,,,
mitteca01,BOS,C,27,8,7,2,-3,1,0,0,65,51,29,11,5,405,4,30,,,,,,
pastrda01,BOS,RW,32,14,25,28,-9,7,0,2,1,1,111,13,44,638,12,56,,,,,,
peekean01,BOS,D,37,3,5,12,-10,0,0,0,0,0,44,74,50,762,8,34,,,,,,
sodervi01,BOS,D,8,0,1,0,3,0,0,0,0,0,8,10,1,109,2,11,,,,,,
steeval02,BOS,F,20,7,2,19,3,0,1,0,1,4,28,15,78,255,4,16,,,,,,
swaymje01,BOS,G,25,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,10,14,9,1,68,720,0
tufteri01,BOS,LW,4,1,0,0,-1,1,0,0,0,0,4,1,7,46,0,1,,,,,,
vielje01,BOS,F,10,0,0,30,-1,0,0,0,1,1,11,4,27,95,1,2,,,,,,
zachapa01,BOS,C,36,10,16,22,-5,4,0,1,227,196,57,14,31,630,11,24,,,,,,
zadorni01,BOS,D,37,1,12,80,13,0,0,0,0,0,45,58,101,810,19,43,,,,,,
bensoza01,BUF,LW,22,3,13,10,4,1,0,2,3,4,41,9,10,375,9,18,,,,,,
brysoja01,BUF,D,22,1,3,4,-3,0,0,0,0,0,7,10,6,232,2,8,,,,,,
byrambo01,BUF,D,35,6,8,12,-9,1,0,2,0,0,46,44,22,752,8,41,,,,,,
dahlira01,BUF,D,32,4,24,37,-5,2,0,0,0,0,87,40,27,774,16,60,,,,,,
danfoju01,BUF,RW,4,0,0,2,-2,0,0,0,17,14,2,4,3,46,0,3,,,,,,
doanjo01,BUF,RW,35,10,14,12,-7,4,0,1,4,5,89,10,30,557,26,30,,,,,,
dunnejo01,BUF,C,22,1,2,29,-4,0,0,0,19,23,17,10,23,201,4,14,,,,,,
ellisco01,BUF,G,8,0,1,0,0,0,0,0,0,0,0,0,0,442,0,7,4,3,0,24,228,0
geertma01,BUF,D,5,0,0,12,-1,0,0,0,0,0,1,0,8,20,0,0,,,,,,
greenjo02,BUF,LW,20,1,2,19,-10,0,0,0,8,12,18,8,27,262,2,7,,,,,,
johnsry03,BUF,D,3,0,0,2,0,0,0,0,0,0,0,3,2,27,2,2,,,,,,
kessemi01,BUF,D,12,0,0,4,-5,0,0,0,0,0,15,17,10,187,4,19,,,,,,
kozakty01,BUF,C,24,2,2,2,-4,0,0,0,120,126,19,23,62,286,7,13,,,,,,
krebspe01,BUF,C,35,1,10,40,-6,0,0,0,121,145,42,21,85,484,10,25,,,,,,
kulicji01,BUF,C,12,3,2,4,-4,0,0,0,68,95,20,12,9,196,1,10,,,,,,
kuntatr01,BUF,C,1,0,0,0,-1,0,0,0,0,0,0,0,1,5,0,0,,,,,,
