hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mackina01,COL,C,32,26,29,12,40,6,0,3,313,325,150,19,24,699,8,58,,,,,,
mcdavco01,EDM,C,32,18,33,14,1,5,0,1,156,173,99,12,10,722,12,48,,,,,,
celebma01,SJS,F,33,16,31,28,11,4,0,3,241,262,95,19,20,673,17,52,,,,,,
bedarco01,CHI,C,31,19,25,30,8,5,0,3,148,167,103,15,9,652,13,42,,,,,,
draisle01,EDM,C,32,17,26,8,11,8,1,1,284,217,82,10,17,702,10,50,,,,,,
necasma01,COL,C,32,14,29,22,30,3,0,0,9,9,69,11,31,667,9,53,,,,,,
kucheni01,TBL,RW,29,13,29,14,10,3,0,3,0,1,93,11,10,604,8,47,,,,,,
rantami01,DAL,RW,32,13,29,67,-5,4,0,1,21,21,83,18,23,647,7,33,,,,,,
eicheja01,VEG,C,31,12,29,2,6,0,0,3,232,256,117,21,16,661,16,54,,,,,,
carlsle01,ANA,C,32,17,23,25,11,3,2,3,247,297,82,12,5,640,13,32,,,,,,
connoky01,WPG,LW,31,15,25,8,9,1,2,1,0,0,106,5,9,638,8,26,,,,,,
roberja01,DAL,LW,33,20,20,2,13,8,0,3,0,1,129,13,22,656,11,48,,,,,,
scheima01,WPG,C,31,16,24,18,11,3,0,2,242,262,67,12,9,627,7,45,,,,,,
makarca01,COL,D,32,10,28,16,30,1,0,3,0,0,94,56,15,809,22,32,,,,,,
debrial01,DET,RW,33,18,19,10,4,7,0,3,6,15,116,16,14,597,13,29,,,,,,
johnswy01,DAL,C,33,16,21,10,-6,12,0,3,170,184,86,25,10,675,9,20,,,,,,
pastrda01,BOS,RW,27,13,23,16,-3,6,0,2,1,0,96,10,37,539,10,46,,,,,,
suzukni01,MTL,C,31,8,28,4,10,5,0,0,276,280,66,25,25,643,8,22,,,,,,
boldyma01,MIN,LW,32,17,18,20,8,5,1,2,22,25,106,24,24,683,11,34,,,,,,
geekimo01,BOS,C,32,22,13,12,0,5,0,3,46,54,81,11,54,562,7,21,,,,,,
crosbsi01,PIT,C,30,19,15,28,-5,8,0,2,344,274,76,13,25,588,10,29,,,,,,
gauthcu01,ANA,LW,32,16,18,14,15,3,0,2,22,29,121,9,23,573,10,33,,,,,,
kapriki01,MIN,LW,32,18,16,10,-2,7,0,2,0,2,105,11,14,719,8,53,,,,,,
marchbr03,FLA,LW,30,18,16,22,-6,3,0,1,1,6,86,13,18,553,9,34,,,,,,
nylanwi01,TOR,C,27,11,23,12,5,2,0,2,15,25,56,11,4,532,11,31,,,,,,
raymolu01,DET,LW,31,10,24,4,7,3,0,3,1,0,70,12,14,580,15,35,,,,,,
terrytr01,ANA,C,32,10,24,8,13,0,2,1,2,1,81,8,0,610,12,24,,,,,,
caufico01,MTL,RW,31,17,16,8,5,3,0,5,2,6,86,9,29,576,13,18,,,,,,
guentja01,TBL,C,32,15,18,8,5,4,1,2,71,69,87,19,12,660,13,23,,,,,,
larkidy01,DET,C,33,17,16,24,9,4,0,4,375,310,103,22,12,675,9,31,,,,,,
panarar01,NYR,LW,33,11,22,8,-1,0,0,2,0,0,92,6,6,682,8,37,,,,,,
werenza01,CBJ,D,32,9,24,4,6,1,0,0,0,0,116,48,17,851,19,56,,,,,,
marnemi01,VEG,RW,31,6,26,8,10,1,0,0,18,15,54,21,13,621,14,41,,,,,,
wilsoto01,WSH,RW,32,17,15,54,17,6,0,2,11,10,70,23,84,626,8,38,,,,,,
hagelbr01,TBL,LW,31,18,13,20,19,2,1,4,16,19,93,18,24,598,15,38,,,,,,
horvabo01,NYI,C,32,19,12,26,5,5,1,3,335,245,111,14,19,654,7,38,,,,,,
ovechal01,WSH,LW,32,14,17,4,11,2,0,3,2,0,84,6,46,572,2,30,,,,,,
bathedr01,OTT,C,28,13,17,10,2,5,0,2,5,4,63,12,42,510,12,21,,,,,,
reinhsa01,FLA,C,31,15,15,4,-9,4,2,5,25,54,78,22,29,646,8,23,,,,,,
stuetti02,OTT,LW,31,15,15,18,-3,5,0,3,162,130,76,23,53,637,12,43,,,,,,
tavarjo01,TOR,C,31,13,17,14,-1,2,0,1,315,205,87,6,30,570,13,28,,,,,,
zegratr01,PHI,C,30,12,18,24,3,4,0,1,41,62,74,8,10,553,9,28,,,,,,
bouchev01,EDM,D,32,5,24,10,3,2,0,1,0,0,78,40,10,760,18,46,,,,,,
heiskmi01,DAL,D,33,7,22,10,4,1,1,2,0,0,74,58,5,860,26,39,,,,,,
kniesma01,TOR,LW,28,7,22,8,3,2,0,0,0,0,60,12,73,563,8,26,,,,,,
malkiev01,PIT,C,26,8,21,20,5,2,0,1,94,114,66,7,10,455,8,28,,,,,,
schmani01,UTA,C,33,12,17,6,-2,3,0,3,108,137,76,26,11,640,16,37,,,,,,
smithwi01,SJS,C,33,12,17,12,5,3,0,3,8,21,80,7,7,591,8,29,,,,,,
vilarga01,WPG,C,31,16,13,12,0,6,0,2,21,23,68,13,9,578,8,27,,,,,,
brattje01,NJD,W,32,6,22,8,-6,2,1,2,0,0,70,10,34,601,15,28,,,,,,
kadrina01,CGY,C,33,6,22,18,-9,1,0,1,212,215,106,12,21,654,8,37,,,,,,
kellecl01,UTA,C,33,10,18,8,0,0,0,2,7,8,93,16,6,629,8,40,,,,,,
kempead01,LAK,LW,31,11,17,22,7,1,0,4,14,24,94,17,57,599,9,25,,,,,,
morrijo04,WPG,D,31,5,23,8,12,1,0,0,0,0,54,59,19,757,9,35,,,,,,
thompta01,BUF,C,31,15,13,17,-12,3,0,0,128,145,113,15,35,579,13,28,,,,,,
lehkoar01,COL,LW,32,12,15,4,28,1,0,0,0,3,80,20,22,637,10,22,,,,,,
ahose01,CAR,F,31,9,17,10,5,1,0,1,243,252,74,10,28,616,16,38,,,,,,
bertuty01,CHI,LW,29,16,10,22,-7,8,0,1,32,26,63,5,25,525,6,29,,,,,,
chychja01,WSH,D,32,12,14,31,23,4,0,3,0,0,106,37,31,746,14,37,,,,,,
foxad01,NYR,D,27,3,23,10,4,1,0,1,0,0,51,41,15,643,18,31,,,,,,
guentdy01,UTA,RW,33,14,12,8,-1,4,0,4,14,17,106,13,34,566,7,34,,,,,,
hintzro01,DAL,LW,28,9,17,10,10,4,0,1,230,171,67,9,27,490,1,24,,,,,,
hischni01,NJD,C,32,10,16,14,-2,2,0,1,352,304,74,32,26,662,13,29,,,,,,
hutsola01,MTL,D,31,5,21,2,1,1,0,1,0,0,53,49,16,718,12,39,,,,,,
jarvise01,CAR,C,31,18,8,6,1,1,2,4,17,29,100,12,38,583,18,33,,,,,,
konectr01,PHI,RW,30,8,18,19,9,1,0,1,9,24,66,21,41,569,9,46,,,,,,
marchki01,CBJ,RW,28,10,16,14,5,2,1,2,0,1,87,17,23,533,13,37,,,,,,
rustbr01,PIT,RW,28,10,16,8,-4,3,0,3,0,3,70,30,6,568,5,29,,,,,,
sennebe01,ANA,F,32,10,16,24,4,1,1,0,1,1,66,10,30,536,9,31,,,,,,
tuchal01,BUF,RW,30,11,15,37,0,2,1,1,11,15,74,31,28,555,11,21,,,,,,
barbaiv01,VEG,C,31,11,14,6,5,1,0,1,3,12,50,14,45,499,6,31,,,,,,
barzama01,NYI,C,32,9,16,18,6,1,0,1,100,177,75,24,15,675,16,36,,,,,,
dahlira01,BUF,D,28,3,22,33,-10,1,0,0,0,0,75,34,24,679,15,51,,,,,,
johanma03,MIN,C,32,11,14,6,15,3,0,4,5,7,48,9,15,527,11,26,,,,,,
lundean01,FLA,C,31,9,16,14,-5,2,1,2,302,269,70,24,35,593,5,27,,,,,,
nugenry01,EDM,C,23,7,18,6,-8,3,0,1,59,69,35,7,7,427,4,16,,,,,,
zibanmi01,NYR,C,33,11,14,6,-7,6,1,2,225,206,99,22,51,674,13,42,,,,,,
carlsjo01,WSH,D,28,6,18,10,7,0,0,0,0,0,62,40,11,635,21,44,,,,,,
cozendy01,OTT,C,31,10,14,22,-12,6,0,0,177,156,70,12,87,548,7,23,,,,,,
demidiv01,MTL,RW,31,6,18,14,-1,1,0,2,0,0,38,13,12,458,10,26,,,,,,
gostish01,CAR,D,22,3,21,4,11,2,0,0,0,0,37,23,9,443,7,26,,,,,,
oreilry01,NSH,C,31,10,14,2,1,1,1,5,306,230,50,23,9,605,23,17,,,,,,
peterjo01,UTA,RW,33,13,11,12,4,1,0,2,4,7,68,10,8,551,9,35,,,,,,
sandeja01,OTT,D,31,6,18,2,0,2,0,1,0,0,71,58,11,781,20,36,,,,,,
