hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mcdavco01,EDM,C,67,37,74,30,10,11,1,3,339,381,245,25,36,1545,24,110,,,,,,
mackina01,COL,C,63,44,64,35,58,9,0,6,565,534,285,31,48,1394,20,135,,,,,,
kucheni01,TBL,RW,60,34,72,42,35,7,0,5,0,2,176,25,29,1225,15,98,,,,,,
draisle01,EDM,C,64,34,62,26,13,15,1,3,626,473,184,15,34,1399,26,106,,,,,,
celebma01,SJS,F,63,33,58,34,6,5,0,4,479,502,222,43,34,1342,34,103,,,,,,
kapriki01,MIN,LW,66,38,41,26,11,16,0,5,0,2,227,22,43,1478,19,98,,,,,,
necasma01,COL,C,61,30,49,30,45,8,0,1,9,11,156,23,68,1296,17,103,,,,,,
scheima01,WPG,C,64,30,49,22,2,7,0,6,468,542,137,35,27,1370,22,88,,,,,,
pastrda01,BOS,RW,60,24,54,54,-4,9,0,4,1,4,207,23,69,1233,23,106,,,,,,
roberja01,DAL,LW,65,36,42,22,23,12,0,7,0,2,226,26,39,1296,19,83,,,,,,
bouchev01,EDM,D,67,19,57,26,16,7,0,4,0,0,187,87,27,1651,32,99,,,,,,
suzukni01,MTL,C,64,21,54,14,25,10,1,2,558,575,141,52,50,1326,23,55,,,,,,
boldyma01,MIN,LW,62,37,37,26,19,10,4,3,49,55,207,40,51,1288,29,69,,,,,,
eicheja01,VEG,C,58,24,50,12,15,0,1,5,448,490,210,35,32,1237,23,102,,,,,,
connoky01,WPG,LW,64,29,43,16,-2,3,2,1,0,0,210,12,20,1371,15,54,,,,,,
johnswy01,DAL,C,65,35,36,22,-1,22,0,3,315,344,168,46,37,1304,19,45,,,,,,
stuetti02,OTT,LW,64,30,40,31,7,7,2,5,288,252,157,40,98,1307,26,81,,,,,,
thompta01,BUF,C,66,34,36,29,-5,5,0,4,328,394,231,40,66,1264,24,57,,,,,,
guentja01,TBL,C,64,29,40,49,10,7,2,5,145,166,174,35,26,1296,20,59,,,,,,
rantami01,DAL,RW,54,20,49,87,2,5,0,1,32,32,126,27,38,1091,18,66,,,,,,
werenza01,CBJ,D,58,20,48,12,4,3,0,2,0,0,205,75,25,1535,26,93,,,,,,
marnemi01,VEG,RW,65,19,48,20,17,4,0,1,116,171,125,40,21,1290,32,88,,,,,,
ahose01,CAR,F,65,23,43,36,12,6,1,4,497,484,156,19,55,1285,27,89,,,,,,
hutsola01,MTL,D,64,11,55,30,29,2,0,3,0,0,104,101,25,1513,31,67,,,,,,
makarca01,COL,D,64,19,47,22,34,3,0,4,0,0,168,104,32,1602,35,72,,,,,,
panarar01,2TM,LW,61,21,45,16,-9,2,0,3,1,0,182,12,9,1273,19,83,,,,,,
hughequ01,2TM,D,60,6,60,28,1,2,0,1,0,0,159,67,5,1660,25,90,,,,,,
debrial01,DET,RW,66,33,32,12,2,12,0,5,17,28,226,30,29,1201,31,67,,,,,,
raymolu01,DET,LW,64,20,45,12,11,5,0,5,1,0,139,25,32,1196,26,67,,,,,,
caufico01,MTL,RW,63,37,27,14,22,8,0,8,6,10,191,19,44,1139,21,40,,,,,,
kellecl01,UTA,C,66,19,45,24,20,1,0,4,12,19,181,28,8,1253,21,76,,,,,,
bedarco01,CHI,C,52,27,35,38,-6,7,0,4,189,229,172,19,24,1090,21,70,,,,,,
nylanwi01,TOR,C,49,23,39,14,-6,6,0,3,24,38,110,17,6,924,24,51,,,,,,
zibanmi01,NYR,C,64,27,35,10,-17,13,2,3,450,416,172,42,84,1339,29,79,,,,,,
oreilry01,NSH,C,64,22,39,16,8,3,2,6,602,481,125,51,13,1294,43,41,,,,,,
reinhsa01,FLA,C,64,29,32,10,-18,11,3,6,56,91,165,40,59,1362,15,52,,,,,,
barzama01,NYI,C,65,18,42,45,14,2,0,4,202,306,145,41,26,1355,34,77,,,,,,
dahlira01,BUF,D,62,13,47,62,9,4,0,0,0,0,160,71,57,1516,28,98,,,,,,
stonema01,VEG,RW,44,21,39,9,19,7,0,4,3,8,93,37,18,845,22,48,,,,,,
crosbsi01,PIT,C,56,27,32,38,1,10,0,4,649,522,132,23,50,1096,22,61,,,,,,
hagelbr01,TBL,LW,59,30,29,52,26,3,1,6,23,34,172,33,41,1159,27,61,,,,,,
