hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mackina01,COL,C,40,35,39,14,51,7,0,5,378,383,182,23,34,875,10,80,,,,,,
mcdavco01,EDM,C,42,25,47,16,0,7,1,1,215,235,151,18,18,953,14,66,,,,,,
celebma01,SJS,F,41,22,41,28,13,4,0,4,302,324,131,23,24,845,22,63,,,,,,
kucheni01,TBL,RW,37,20,39,18,18,5,0,4,0,1,112,13,15,752,10,63,,,,,,
draisle01,EDM,C,42,20,37,20,3,11,1,2,376,292,117,11,20,923,15,67,,,,,,
rantami01,DAL,RW,40,16,40,71,3,4,0,1,26,25,99,19,29,801,14,45,,,,,,
necasma01,COL,C,40,19,34,22,40,3,0,0,9,9,92,13,41,824,11,67,,,,,,
kapriki01,MIN,LW,43,24,25,14,7,9,0,2,0,2,149,18,21,954,11,64,,,,,,
boldyma01,MIN,LW,43,26,22,20,17,6,2,3,26,35,142,30,28,904,16,47,,,,,,
connoky01,WPG,LW,40,19,29,8,5,2,2,1,0,0,139,6,10,838,9,32,,,,,,
roberja01,DAL,LW,41,24,24,10,15,9,0,3,0,1,159,16,24,811,11,59,,,,,,
scheima01,WPG,C,40,20,28,22,6,5,0,2,301,333,90,18,16,831,11,53,,,,,,
makarca01,COL,D,40,12,35,18,33,2,0,3,0,0,115,67,19,998,25,39,,,,,,
johnswy01,DAL,C,41,20,26,10,-1,14,0,3,195,219,100,30,12,823,10,26,,,,,,
marchbr03,FLA,LW,39,23,23,32,-8,5,0,2,1,7,110,16,33,732,13,43,,,,,,
pastrda01,BOS,RW,37,17,29,30,-11,8,0,2,1,1,126,14,45,740,13,64,,,,,,
crosbsi01,PIT,C,40,23,22,30,-1,9,0,2,464,362,96,17,34,782,13,44,,,,,,
suzukni01,MTL,C,41,14,31,8,15,8,0,1,358,368,89,36,32,856,11,34,,,,,,
bedarco01,CHI,C,31,19,25,30,8,5,0,3,148,167,103,15,9,652,13,42,,,,,,
panarar01,NYR,LW,42,16,28,14,-4,1,0,3,0,0,130,8,7,872,10,51,,,,,,
