hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mcdavco01,EDM,C,64,35,73,26,12,10,1,2,336,369,235,25,33,1476,23,100,,,,,,
mackina01,COL,C,61,43,61,20,56,9,0,5,558,523,280,31,48,1359,17,131,,,,,,
kucheni01,TBL,RW,58,34,69,40,33,7,0,5,0,2,172,25,29,1186,15,96,,,,,,
draisle01,EDM,C,61,34,58,24,12,15,1,3,595,451,176,15,32,1337,25,99,,,,,,
celebma01,SJS,F,61,32,57,34,7,5,0,4,470,481,216,39,34,1296,33,98,,,,,,
scheima01,WPG,C,62,30,48,22,6,7,0,6,455,529,136,34,25,1322,20,84,,,,,,
kapriki01,MIN,LW,64,36,40,24,8,16,0,4,0,2,223,22,39,1432,18,93,,,,,,
necasma01,COL,C,59,28,48,30,44,7,0,1,9,11,151,22,66,1250,17,97,,,,,,
pastrda01,BOS,RW,58,23,52,44,-4,9,0,4,1,4,201,23,66,1185,22,103,,,,,,
roberja01,DAL,LW,63,34,40,22,22,12,0,6,0,2,222,25,39,1257,17,81,,,,,,
suzukni01,MTL,C,62,21,53,14,26,10,1,2,542,552,138,50,48,1286,21,53,,,,,,
bouchev01,EDM,D,64,18,55,26,15,7,0,4,0,0,174,84,27,1574,31,95,,,,,,
boldyma01,MIN,LW,60,35,37,26,18,9,4,3,46,55,201,39,48,1249,26,65,,,,,,
connoky01,WPG,LW,62,28,43,16,2,3,2,1,0,0,205,11,17,1324,14,53,,,,,,
eicheja01,VEG,C,56,22,49,10,12,0,1,5,431,482,204,34,32,1194,23,99,,,,,,
thompta01,BUF,C,64,34,36,27,-5,5,0,4,323,385,224,39,63,1225,23,57,,,,,,
rantami01,DAL,RW,54,20,49,87,2,5,0,1,32,32,126,27,38,1091,18,66,,,,,,
guentja01,TBL,C,62,27,40,47,12,6,2,5,137,160,167,34,25,1262,20,58,,,,,,
johnswy01,DAL,C,63,34,33,18,-2,21,0,3,305,337,165,46,35,1263,19,43,,,,,,
stuetti02,OTT,LW,62,30,37,31,5,7,2,5,282,244,154,39,95,1266,26,77,,,,,,
makarca01,COL,D,62,19,47,22,34,3,0,4,0,0,164,101,31,1554,34,67,,,,,,
ahose01,CAR,F,63,23,42,36,14,6,1,4,482,467,144,19,53,1242,26,87,,,,,,
marnemi01,VEG,RW,63,18,47,18,15,4,0,0,114,168,122,40,21,1252,31,85,,,,,,
raymolu01,DET,LW,62,20,45,12,13,5,0,5,1,0,136,25,31,1158,24,66,,,,,,
werenza01,CBJ,D,55,20,45,12,7,3,0,2,0,0,197,71,24,1454,26,89,,,,,,
caufico01,MTL,RW,62,37,27,14,22,8,0,8,6,10,189,17,44,1129,21,40,,,,,,
hutsola01,MTL,D,62,11,53,24,26,2,0,3,0,0,98,98,25,1468,29,63,,,,,,
debrial01,DET,RW,64,33,30,10,3,12,0,5,17,28,221,28,29,1163,30,65,,,,,,
kellecl01,UTA,C,63,19,44,20,22,1,0,4,12,18,168,27,8,1192,19,72,,,,,,
panarar01,2TM,LW,58,20,43,16,-12,2,0,3,1,0,174,11,8,1213,17,78,,,,,,
hughequ01,2TM,D,58,6,57,26,-3,2,0,1,0,0,155,65,5,1608,25,87,,,,,,
oreilry01,NSH,C,62,22,38,14,8,3,2,6,586,465,121,47,11,1251,42,40,,,,,,
stonema01,VEG,RW,43,21,39,9,17,7,0,4,3,8,93,35,17,828,22,48,,,,,,
crosbsi01,PIT,C,56,27,32,38,1,10,0,4,649,522,132,23,50,1096,22,61,,,,,,
hagelbr01,TBL,LW,57,30,29,52,26,3,1,6,23,34,170,33,41,1122,25,59,,,,,,
nylanwi01,TOR,C,47,21,38,14,-5,5,0,3,24,38,104,17,4,880,23,48,,,,,,
reinhsa01,FLA,C,63,28,31,10,-18,10,3,5,56,91,162,39,59,1344,15,51,,,,,,
bedarco01,CHI,C,50,26,32,36,-7,7,0,3,177,215,165,19,19,1045,20,69,,,,,,
raddyda01,TBL,D,56,17,41,46,18,9,0,5,0,0,153,56,59,1266,10,61,,,,,,
schmani01,UTA,C,63,24,34,24,21,6,1,6,320,373,147,42,16,1240,34,66,,,,,,
barzama01,NYI,C,63,17,40,45,12,2,0,3,202,306,138,41,25,1309,34,77,,,,,,
dahlira01,BUF,D,60,13,44,62,5,4,0,0,0,0,156,71,56,1472,27,95,,,,,,
gauthcu01,ANA,LW,62,32,25,22,4,8,0,6,76,75,237,17,50,1083,15,62,,,,,,
geekimo01,BOS,C,62,34,23,16,-7,12,0,5,66,79,145,23,96,1084,16,54,,,,,,
konectr01,PHI,RW,58,23,34,45,10,1,1,2,11,30,130,31,80,1104,13,86,,,,,,
tuchal01,BUF,RW,63,27,29,49,19,7,3,2,29,39,154,72,69,1187,31,51,,,,,,
zibanmi01,NYR,C,61,25,31,10,-22,12,2,3,428,399,167,42,84,1284,27,74,,,,,,
bathedr01,OTT,C,59,23,32,23,-4,8,0,4,9,10,128,18,85,1043,19,44,,,,,,
larkidy01,DET,C,63,28,27,42,7,10,0,8,678,612,190,31,34,1276,15,57,,,,,,
svechan01,CAR,RW,63,23,32,46,7,8,0,3,9,9,165,13,111,1071,21,73,,,,,,
guentdy01,UTA,RW,61,29,25,26,8,6,0,6,23,33,193,23,47,1048,12,51,,,,,,
hertlto01,VEG,C,64,24,30,39,-13,13,0,4,591,427,159,33,86,1108,13,40,,,,,,
marchbr03,FLA,LW,52,27,27,38,-16,6,0,3,1,7,137,16,36,922,15,56,,,,,,
marchki01,CBJ,RW,56,22,32,26,7,4,1,5,3,4,165,31,44,1047,34,71,,,,,,
forsbfi01,NSH,C,63,28,25,28,-6,8,0,2,10,19,200,18,107,1186,41,80,,,,,,
heiskmi01,DAL,D,61,9,44,20,14,2,1,3,0,0,126,110,18,1577,34,74,,,,,,
kempead01,LAK,LW,62,23,30,54,8,3,0,5,51,90,174,35,109,1197,20,51,,,,,,
nelsobr01,COL,C,62,30,23,22,9,8,0,7,548,553,142,46,31,1209,18,50,,,,,,
vilarga01,WPG,C,62,24,29,18,0,9,0,2,38,48,119,26,14,1164,11,50,,,,,,
carlsle01,ANA,C,51,21,31,31,3,4,2,3,339,417,129,18,10,985,22,62,,,,,,
jarvise01,CAR,C,55,27,25,6,12,4,3,6,28,40,171,23,75,1046,32,46,,,,,,
matthau01,TOR,C,58,26,26,18,-4,4,0,3,562,383,223,80,38,1212,28,51,,,,,,
slafkju01,MTL,LW,62,23,29,44,6,11,0,2,18,33,128,58,85,1119,10,54,,,,,,
tavarjo01,TOR,C,64,22,30,22,-22,7,0,2,592,426,155,20,56,1143,23,59,,,,,,
dorofpa01,VEG,LW,64,30,21,18,-4,16,0,3,0,1,178,24,23,1123,12,47,,,,,,
kniesma01,TOR,LW,61,16,35,21,-17,4,0,2,0,3,119,28,122,1143,18,56,,,,,,
sennebe01,ANA,F,63,20,31,38,-9,1,1,2,2,2,147,19,77,1110,18,73,,,,,,
zegratr01,PHI,C,62,21,30,38,-6,8,0,2,72,150,132,16,30,1167,17,58,,,,,,
chychja01,WSH,D,62,22,28,53,18,6,0,6,0,0,198,88,50,1473,32,86,,,,,,
ehlerni01,CAR,LW,63,20,30,10,6,6,0,4,11,19,157,17,11,1048,18,70,,,,,,
ovechal01,WSH,LW,64,24,26,24,-2,4,0,4,2,1,182,12,108,1137,8,51,,,,,,
stamkst01,NSH,C,63,30,20,36,-19,9,0,9,226,176,152,25,71,1113,21,54,,,,,,
coylech01,CBJ,C,62,16,33,10,7,4,0,2,464,459,114,40,83,1102,27,42,,,,,,
cozendy01,OTT,C,62,23,26,49,-10,12,0,3,353,309,145,18,169,1059,15,43,,,,,,
stromdy01,WSH,C,62,16,33,34,7,5,0,1,636,439,119,40,10,1142,11,51,,,,,,
wilsoto01,WSH,RW,54,23,26,80,17,7,0,2,14,15,114,38,139,1054,12,65,,,,,,
bennesa01,FLA,C,63,23,25,72,-11,4,0,4,445,488,164,25,108,1169,21,60,,,,,,
brattje01,NJD,W,64,14,34,10,-15,4,1,3,3,7,146,21,60,1206,19,59,,,,,,
demidiv01,MTL,RW,62,13,35,24,5,4,0,2,0,0,90,22,23,950,18,53,,,,,,
nugenry01,EDM,C,55,15,33,19,-7,8,0,2,109,122,99,24,21,1055,9,32,,,,,,
sandeja01,OTT,D,62,11,37,8,9,3,0,2,0,0,133,116,28,1538,29,73,,,,,,
bertuty01,CHI,LW,60,27,20,36,-20,10,0,3,44,49,128,20,41,1102,12,55,,,,,,
evanglu01,NSH,RW,62,9,38,14,8,1,0,0,0,1,133,16,11,1043,19,45,,,,,,
malkiev01,PIT,C,46,13,34,51,13,3,0,1,104,132,124,15,20,803,24,76,,,,,,
manthan01,PIT,RW,63,23,24,23,16,5,0,0,7,24,115,31,41,944,13,63,,,,,,
carlsjo01,WSH,D,55,10,36,26,11,0,0,0,0,1,115,84,20,1257,35,81,,,,,,
hischni01,NJD,C,64,21,25,25,-8,7,0,4,769,620,167,52,50,1331,23,57,,,,,,
rustbr01,PIT,RW,56,21,25,18,1,5,1,4,1,5,144,57,25,1126,10,52,,,,,,
schaema01,NYI,D,64,20,26,34,12,7,0,4,0,0,156,88,28,1552,29,71,,,,,,
hugheja03,NJD,C,43,15,30,4,-3,3,0,2,82,148,151,17,3,903,28,82,,,,,,
mcavoch01,BOS,D,51,6,39,44,3,1,0,0,0,0,79,94,59,1238,24,63,,,,,,
mcleory01,BUF,C,64,12,33,12,25,0,5,1,489,555,79,27,15,1138,31,71,,,,,,
terrytr01,ANA,C,46,13,32,12,7,0,2,1,4,4,107,13,0,844,18,38,,,,,,
zachapa01,BOS,C,60,19,26,28,-2,7,0,3,377,341,97,23,45,1023,17,42,,,,,,
barbaiv01,VEG,C,64,19,25,10,10,1,0,2,11,33,101,32,102,1044,14,73,,,,,,
doanjo01,BUF,RW,64,21,23,23,-7,9,0,3,4,11,139,26,63,1035,39,51,,,,,,
eberljo01,SEA,RW,60,22,22,20,6,4,0,3,9,15,134,33,42,1114,15,43,,,,,,
fantiad01,CBJ,C,62,18,26,21,-7,3,0,2,418,407,163,41,103,1160,19,71,,,,,,
hintzro01,DAL,LW,53,15,29,18,16,6,0,1,430,297,126,18,59,919,5,41,,,,,,
horvabo01,NYI,C,50,27,17,36,10,6,1,6,508,392,167,34,44,1035,11,56,,,,,,
morrijo04,WPG,D,57,11,33,24,11,2,0,2,0,0,109,94,25,1403,14,72,,,,,,
seidemo01,DET,D,64,8,36,45,18,1,0,2,0,0,137,142,103,1641,21,77,,,,,,
smithwi01,SJS,C,48,19,25,14,1,6,0,3,10,28,119,9,10,873,9,52,,,,,,
verhaca01,FLA,C,62,17,27,32,-13,4,0,3,25,41,146,19,55,1082,22,49,,,,,,
eriksjo02,MIN,C,58,17,26,22,15,7,0,2,580,615,158,26,85,1118,15,37,,,,,,
gostish01,CAR,D,45,11,32,14,10,5,0,1,0,0,98,50,20,871,18,46,,,,,,
hymanza01,EDM,LW,45,27,16,16,9,10,0,2,0,1,134,16,38,909,7,21,,,,,,
josiro01,NSH,D,51,11,32,24,-15,4,0,3,0,0,139,77,17,1252,21,61,,,,,,
