hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mcdavco01,EDM,C,56,34,61,22,12,10,1,2,303,338,208,22,25,1292,19,87,,,,,,
mackina01,COL,C,53,40,51,18,46,8,0,5,500,484,235,29,44,1171,14,108,,,,,,
kucheni01,TBL,RW,48,27,55,22,27,6,0,4,0,2,138,20,16,967,12,81,,,,,,
celebma01,SJS,F,53,27,52,30,12,5,0,4,409,420,183,32,29,1122,32,82,,,,,,
draisle01,EDM,C,53,27,51,24,12,11,1,2,501,392,152,13,26,1168,22,88,,,,,,
pastrda01,BOS,RW,50,22,47,38,2,9,0,4,1,3,176,19,60,1007,19,87,,,,,,
kapriki01,MIN,LW,56,30,37,18,10,12,0,3,0,2,196,19,33,1248,17,80,,,,,,
rantami01,DAL,RW,52,19,47,81,2,5,0,1,32,32,124,27,38,1052,17,65,,,,,,
scheima01,WPG,C,54,27,38,22,4,7,0,4,389,454,112,28,23,1132,16,72,,,,,,
suzukni01,MTL,C,55,18,46,10,26,10,1,1,479,489,118,47,43,1143,18,48,,,,,,
eicheja01,VEG,C,47,19,44,10,15,0,0,5,356,402,174,28,28,1006,21,81,,,,,,
roberja01,DAL,LW,55,30,33,20,18,10,0,5,0,2,197,21,34,1092,16,75,,,,,,
connoky01,WPG,LW,54,24,38,12,1,2,2,1,0,0,178,9,12,1135,11,44,,,,,,
necasma01,COL,C,52,22,40,26,35,4,0,0,9,11,124,19,57,1090,15,87,,,,,,
bouchev01,EDM,D,56,15,45,22,12,6,0,3,0,0,157,75,23,1383,28,83,,,,,,
werenza01,CBJ,D,50,19,41,10,6,3,0,1,0,0,179,64,21,1326,23,82,,,,,,
johnswy01,DAL,C,55,29,30,14,-3,18,0,3,260,284,145,41,22,1105,17,35,,,,,,
crosbsi01,PIT,C,53,27,31,34,1,10,0,4,610,491,123,23,46,1038,21,58,,,,,,
raymolu01,DET,LW,54,18,40,12,9,5,0,5,1,0,114,24,27,1003,24,54,,,,,,
caufico01,MTL,RW,55,32,25,14,20,7,0,8,6,10,165,14,41,1003,19,35,,,,,,
debrial01,DET,RW,56,30,27,10,3,11,0,5,16,24,202,25,27,1013,26,55,,,,,,
panarar01,NYR,LW,52,19,38,14,-16,2,0,3,1,0,158,11,8,1087,15,69,,,,,,
stuetti02,OTT,LW,54,25,32,31,6,6,1,4,259,220,137,35,87,1111,24,73,,,,,,
boldyma01,MIN,LW,52,29,27,26,13,8,3,3,42,48,165,33,39,1085,23,60,,,,,,
hutsola01,MTL,D,55,9,47,22,17,1,0,3,0,0,90,88,23,1304,26,57,,,,,,
makarca01,COL,D,53,15,41,20,29,2,0,4,0,0,146,88,26,1330,32,56,,,,,,
thompta01,BUF,C,54,28,28,27,-6,4,0,3,273,322,188,35,52,1026,21,47,,,,,,
guentja01,TBL,C,52,24,31,21,12,5,2,4,100,111,137,30,20,1055,18,46,,,,,,
marnemi01,VEG,RW,54,14,41,14,11,4,0,0,74,118,108,34,19,1081,25,73,,,,,,
ahose01,CAR,F,54,18,35,30,9,4,1,2,414,406,121,16,49,1069,22,75,,,,,,
stonema01,VEG,RW,38,20,33,7,15,7,0,3,2,7,87,30,17,743,18,43,,,,,,
bedarco01,CHI,C,42,22,30,30,-1,5,0,3,148,167,141,16,15,879,18,54,,,,,,
konectr01,PHI,RW,53,22,30,45,8,1,1,2,11,30,122,26,71,1002,13,78,,,,,,
reinhsa01,FLA,C,54,27,25,8,-14,10,3,5,52,83,139,35,54,1152,15,39,,,,,,
zibanmi01,NYR,C,55,23,29,10,-19,11,2,3,387,359,150,36,76,1153,24,72,,,,,,
hughequ01,2TM,D,50,5,47,22,0,2,0,1,0,0,136,58,5,1386,20,75,,,,,,
oreilry01,NSH,C,54,18,33,10,5,2,2,5,512,415,98,40,10,1087,37,35,,,,,,
geekimo01,BOS,C,54,30,20,16,-1,10,0,5,58,73,124,19,86,934,15,47,,,,,,
kellecl01,UTA,C,55,16,34,16,17,1,0,4,12,16,145,21,8,1051,18,65,,,,,,
marchbr03,FLA,LW,45,25,25,34,-12,6,0,3,1,7,126,16,34,826,13,50,,,,,,
hagelbr01,TBL,LW,47,25,24,30,27,3,1,6,20,25,137,26,35,913,20,46,,,,,,
larkidy01,DET,C,56,25,23,34,7,8,0,7,603,536,166,28,27,1135,13,51,,,,,,
nelsobr01,COL,C,53,28,20,20,7,8,0,6,470,479,118,42,26,1016,14,42,,,,,,
nylanwi01,TOR,C,38,17,31,14,0,3,0,3,19,33,80,14,4,706,16,39,,,,,,
gauthcu01,ANA,LW,53,23,24,18,2,5,0,4,39,49,203,16,43,924,13,52,,,,,,
hertlto01,VEG,C,54,21,26,33,-7,11,0,3,493,367,144,27,72,945,12,37,,,,,,
raddyda01,TBL,D,46,15,32,23,18,8,0,5,0,0,117,45,46,1029,9,50,,,,,,
schmani01,UTA,C,55,19,28,20,16,4,1,4,279,319,130,32,16,1084,31,57,,,,,,
tuchal01,BUF,RW,53,22,25,43,15,4,1,2,25,32,128,60,57,986,27,45,,,,,,
vilarga01,WPG,C,54,20,27,14,-2,7,0,2,34,39,107,21,14,1006,10,43,,,,,,
wilsoto01,WSH,RW,47,22,25,71,20,7,0,2,13,14,102,29,123,912,11,52,,,,,,
zegratr01,PHI,C,54,20,27,34,-7,8,0,2,65,120,119,15,24,1008,15,51,,,,,,
barzama01,NYI,C,54,14,32,43,8,2,0,3,199,302,118,36,18,1118,29,64,,,,,,
bathedr01,OTT,C,51,19,27,21,-4,7,0,3,9,10,106,16,73,908,18,38,,,,,,
