hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mackina01,COL,C,29,24,25,12,35,6,0,3,286,305,133,19,21,627,8,48,,,,,,
celebma01,SJS,F,30,15,28,20,6,4,0,3,219,239,81,18,17,604,15,46,,,,,,
mcdavco01,EDM,C,29,14,28,14,-6,5,0,1,141,156,87,10,10,656,12,45,,,,,,
bedarco01,CHI,C,29,18,22,28,6,5,0,3,140,151,98,14,7,614,13,39,,,,,,
necasma01,COL,C,29,14,25,22,28,3,0,0,8,7,62,11,29,608,8,53,,,,,,
rantami01,DAL,RW,29,13,26,65,-1,4,0,1,20,19,80,16,22,588,6,29,,,,,,
carlsle01,ANA,C,29,16,22,23,11,3,2,3,232,269,76,12,5,578,13,27,,,,,,
roberja01,DAL,LW,30,18,20,2,17,6,0,2,0,1,120,11,20,600,11,43,,,,,,
draisle01,EDM,C,29,17,20,8,6,8,1,1,250,195,71,9,17,636,9,45,,,,,,
eicheja01,VEG,C,28,12,24,2,6,0,0,3,213,232,110,19,13,597,15,51,,,,,,
scheima01,WPG,C,28,14,22,16,10,3,0,2,219,235,62,8,9,564,4,42,,,,,,
connoky01,WPG,LW,28,15,20,8,9,1,2,1,0,0,94,5,9,573,8,24,,,,,,
makarca01,COL,D,29,9,26,14,27,0,0,3,0,0,86,52,14,733,18,25,,,,,,
johnswy01,DAL,C,30,16,18,8,-1,12,0,3,156,166,84,25,10,616,9,20,,,,,,
kucheni01,TBL,RW,25,12,22,12,5,3,0,3,0,0,81,9,7,520,7,43,,,,,,
gauthcu01,ANA,LW,29,16,17,14,17,3,0,2,19,25,115,9,21,523,9,32,,,,,,
geekimo01,BOS,C,30,22,10,10,-2,5,0,3,43,53,80,11,54,530,7,18,,,,,,
kapriki01,MIN,LW,29,17,15,8,-4,7,0,2,0,1,96,11,12,648,6,46,,,,,,
nylanwi01,TOR,C,24,11,21,12,7,2,0,2,14,23,53,11,4,477,10,26,,,,,,
panarar01,NYR,LW,31,10,22,8,1,0,0,2,0,0,83,5,5,640,7,35,,,,,,
suzukni01,MTL,C,28,8,24,4,12,5,0,0,254,247,57,23,23,576,6,19,,,,,,
wilsoto01,WSH,RW,30,17,15,54,19,6,0,2,9,9,68,19,80,585,8,34,,,,,,
boldyma01,MIN,LW,29,16,15,18,2,5,1,2,18,25,96,19,22,615,10,33,,,,,,
caufico01,MTL,RW,28,16,15,8,7,2,0,4,2,6,79,8,26,521,12,18,,,,,,
larkidy01,DET,C,29,15,16,22,8,4,0,3,332,272,95,18,11,599,6,25,,,,,,
marchbr03,FLA,LW,27,16,15,22,-8,2,0,1,1,6,80,12,18,502,7,32,,,,,,
raymolu01,DET,LW,27,10,21,4,5,3,0,3,1,0,63,11,10,505,14,28,,,,,,
crosbsi01,PIT,C,27,18,12,28,0,7,0,2,294,248,64,11,22,518,9,27,,,,,,
debrial01,DET,RW,29,14,16,8,-1,7,0,2,6,11,105,9,13,529,9,27,,,,,,
terrytr01,ANA,C,29,7,23,8,12,0,1,1,2,1,71,7,0,554,12,18,,,,,,
