hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mackina01,COL,C,49,38,49,18,47,8,0,5,469,456,226,26,43,1081,13,99,,,,,,
mcdavco01,EDM,C,52,30,55,20,5,9,1,1,278,316,191,19,22,1191,18,78,,,,,,
celebma01,SJS,F,50,26,48,28,12,5,0,4,386,392,173,31,26,1057,31,78,,,,,,
kucheni01,TBL,RW,45,25,49,22,24,6,0,4,0,2,128,16,15,910,12,71,,,,,,
draisle01,EDM,C,49,25,42,22,7,11,1,2,457,356,140,11,23,1079,20,81,,,,,,
pastrda01,BOS,RW,46,21,42,34,-2,9,0,3,1,3,160,18,53,919,17,77,,,,,,
rantami01,DAL,RW,49,19,44,79,3,5,0,1,29,29,118,25,37,989,16,58,,,,,,
kapriki01,MIN,LW,52,27,35,14,10,10,0,3,0,2,182,18,29,1163,16,74,,,,,,
necasma01,COL,C,49,22,40,26,40,4,0,0,9,11,119,19,53,1026,15,82,,,,,,
eicheja01,VEG,C,43,19,42,8,14,0,0,5,323,367,164,26,24,916,20,78,,,,,,
scheima01,WPG,C,50,25,36,22,6,7,0,3,356,415,104,25,21,1043,16,68,,,,,,
roberja01,DAL,LW,52,30,30,18,21,10,0,5,0,2,190,21,30,1036,15,73,,,,,,
connoky01,WPG,LW,50,23,35,10,3,2,2,1,0,0,161,8,11,1045,9,39,,,,,,
crosbsi01,PIT,C,50,27,30,34,4,10,0,4,580,454,118,22,42,981,17,53,,,,,,
suzukni01,MTL,C,51,16,41,10,19,9,0,1,450,462,110,43,40,1066,15,46,,,,,,
johnswy01,DAL,C,52,27,29,14,-3,17,0,3,243,266,133,37,17,1044,14,33,,,,,,
panarar01,NYR,LW,51,19,37,14,-17,2,0,3,1,0,156,11,8,1063,13,67,,,,,,
raymolu01,DET,LW,50,17,39,12,9,5,0,5,1,0,104,22,25,929,22,53,,,,,,
makarca01,COL,D,49,15,40,20,28,2,0,4,0,0,132,83,25,1229,27,54,,,,,,
werenza01,CBJ,D,46,19,34,10,4,3,0,1,0,0,167,61,20,1225,22,75,,,,,,
