hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mcdavco01,EDM,C,68,37,77,30,12,11,1,3,341,383,247,25,36,1569,25,111,,,,,,
mackina01,COL,C,64,44,65,35,57,9,0,6,573,540,287,31,48,1419,20,138,,,,,,
kucheni01,TBL,RW,61,34,72,42,34,7,0,5,0,2,181,25,31,1245,16,100,,,,,,
draisle01,EDM,C,65,35,62,26,13,16,1,3,628,475,186,15,34,1402,26,106,,,,,,
celebma01,SJS,F,65,35,60,36,7,5,0,4,496,522,227,44,38,1385,34,109,,,,,,
scheima01,WPG,C,66,31,51,24,3,7,0,6,487,556,142,37,28,1412,24,92,,,,,,
necasma01,COL,C,62,31,49,30,44,8,0,1,9,11,160,23,68,1322,17,103,,,,,,
kapriki01,MIN,LW,68,38,41,28,9,16,0,5,0,2,235,23,46,1523,19,98,,,,,,
pastrda01,BOS,RW,61,24,55,54,-3,9,0,4,1,4,215,24,70,1258,24,106,,,,,,
roberja01,DAL,LW,66,36,43,24,23,12,0,7,0,2,231,27,40,1318,19,84,,,,,,
suzukni01,MTL,C,66,23,55,14,25,10,1,2,585,590,146,54,50,1372,23,59,,,,,,
bouchev01,EDM,D,68,19,58,26,18,7,0,4,0,0,189,87,27,1677,32,101,,,,,,
boldyma01,MIN,LW,64,38,37,28,16,11,4,3,50,56,215,43,53,1331,29,72,,,,,,
connoky01,WPG,LW,66,31,44,16,1,3,2,2,0,0,213,13,23,1413,16,56,,,,,,
eicheja01,VEG,C,59,24,50,12,15,0,1,5,454,497,212,35,32,1255,23,102,,,,,,
johnswy01,DAL,C,66,36,37,22,0,22,0,3,318,346,170,46,37,1324,20,46,,,,,,
stuetti02,OTT,LW,66,30,40,33,8,7,2,5,295,256,162,40,100,1345,28,82,,,,,,
thompta01,BUF,C,67,34,36,29,-6,5,0,4,333,404,235,40,67,1285,25,58,,,,,,
guentja01,TBL,C,65,29,40,49,10,7,2,5,145,167,174,35,27,1312,20,59,,,,,,
marnemi01,VEG,RW,66,19,50,20,18,4,0,1,116,171,125,40,21,1308,32,88,,,,,,
rantami01,DAL,RW,54,20,49,87,2,5,0,1,32,32,126,27,38,1091,18,66,,,,,,
panarar01,2TM,LW,62,22,47,16,-11,2,0,3,1,0,184,12,10,1293,19,84,,,,,,
ahose01,CAR,F,66,24,44,38,13,6,1,4,503,493,158,19,57,1305,27,90,,,,,,
werenza01,CBJ,D,59,20,48,12,4,3,0,2,0,0,207,76,28,1562,27,95,,,,,,
hutsola01,MTL,D,66,11,56,30,26,2,0,3,0,0,106,108,26,1565,32,71,,,,,,
makarca01,COL,D,65,19,48,22,33,3,0,4,0,0,171,105,33,1627,36,74,,,,,,
hughequ01,2TM,D,62,6,61,28,-3,2,0,1,0,0,163,68,6,1719,27,91,,,,,,
caufico01,MTL,RW,65,39,27,14,19,8,0,8,6,11,198,20,44,1179,21,44,,,,,,
debrial01,DET,RW,67,33,33,12,3,12,0,5,17,28,228,32,30,1223,31,69,,,,,,
raymolu01,DET,LW,65,21,45,14,12,5,0,5,1,0,142,25,33,1216,26,67,,,,,,
kellecl01,UTA,C,67,19,45,26,20,1,0,4,12,19,185,28,8,1273,21,76,,,,,,
nylanwi01,TOR,C,51,23,40,14,-5,6,0,3,24,39,114,18,6,963,25,52,,,,,,
bedarco01,CHI,C,53,27,35,40,-6,7,0,4,197,234,174,19,26,1109,21,71,,,,,,
stonema01,VEG,RW,45,21,41,9,19,7,0,4,3,9,97,37,18,861,22,50,,,,,,
zibanmi01,NYR,C,65,27,35,10,-17,13,2,3,458,428,174,43,85,1360,29,80,,,,,,
oreilry01,NSH,C,65,22,39,16,8,3,2,6,614,491,125,51,13,1315,43,42,,,,,,
reinhsa01,FLA,C,64,29,32,10,-18,11,3,6,56,91,165,40,59,1362,15,52,,,,,,
barzama01,NYI,C,66,18,42,45,14,2,0,4,202,306,149,43,26,1374,35,77,,,,,,
dahlira01,BUF,D,63,13,47,64,8,4,0,0,0,0,163,74,59,1542,28,99,,,,,,
bathedr01,OTT,C,63,27,32,25,-3,10,0,5,9,10,140,19,96,1110,19,47,,,,,,
crosbsi01,PIT,C,56,27,32,38,1,10,0,4,649,522,132,23,50,1096,22,61,,,,,,
gauthcu01,ANA,LW,66,34,25,24,0,8,0,7,90,89,247,18,56,1151,16,64,,,,,,
hagelbr01,TBL,LW,60,30,29,54,25,3,1,6,23,34,175,33,41,1178,28,61,,,,,,
schmani01,UTA,C,67,24,35,26,20,6,1,6,345,398,160,44,17,1324,35,73,,,,,,
guentdy01,UTA,RW,65,33,25,26,7,7,0,6,25,36,207,26,52,1123,13,53,,,,,,
kempead01,LAK,LW,66,26,32,56,9,3,0,7,51,91,187,36,113,1271,22,52,,,,,,
konectr01,PHI,RW,62,24,34,51,11,1,1,2,14,31,138,33,82,1190,13,90,,,,,,
raddyda01,TBL,D,58,17,41,46,20,9,0,5,0,0,155,57,60,1313,10,61,,,,,,
svechan01,CAR,RW,66,24,34,52,6,8,0,3,9,9,172,14,119,1128,22,75,,,,,,
dorofpa01,VEG,LW,67,34,23,22,1,18,0,4,0,1,189,25,23,1171,12,49,,,,,,
geekimo01,BOS,C,65,34,23,18,-8,12,0,5,68,80,151,26,96,1140,17,56,,,,,,
