hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
kucheni01,TBL,RW,67,40,81,44,45,7,1,7,0,2,205,27,34,1360,18,107,,,,,,
mcdavco01,EDM,C,73,41,80,34,11,11,1,4,381,413,263,28,36,1681,27,124,,,,,,
mackina01,COL,C,70,48,69,35,57,10,0,7,614,586,310,33,52,1558,23,147,,,,,,
draisle01,EDM,C,65,35,62,26,13,16,1,3,628,475,186,15,34,1402,26,106,,,,,,
celebma01,SJS,F,70,35,61,40,-1,5,0,4,531,563,242,45,45,1498,37,124,,,,,,
pastrda01,BOS,RW,67,29,61,60,4,10,0,4,2,5,232,26,78,1387,27,118,,,,,,
necasma01,COL,C,68,34,55,30,45,9,0,2,9,11,173,24,76,1451,18,112,,,,,,
scheima01,WPG,C,72,34,54,31,4,7,0,6,537,603,157,39,30,1548,27,108,,,,,,
suzukni01,MTL,C,71,24,62,24,29,10,1,2,637,623,155,57,55,1478,24,61,,,,,,
roberja01,DAL,LW,72,39,46,28,23,13,0,7,0,2,258,30,44,1451,22,93,,,,,,
bouchev01,EDM,D,73,20,64,28,21,7,0,5,0,0,203,91,28,1803,32,111,,,,,,
connoky01,WPG,LW,72,32,50,16,2,3,2,2,0,1,234,16,27,1553,19,62,,,,,,
kapriki01,MIN,LW,71,38,42,28,8,16,0,5,0,2,244,24,47,1585,19,102,,,,,,
johnswy01,DAL,C,72,40,38,24,0,24,0,3,357,384,186,50,46,1449,20,51,,,,,,
werenza01,CBJ,D,65,21,56,16,12,3,0,2,0,0,226,79,28,1713,30,107,,,,,,
boldyma01,MIN,LW,69,38,38,28,15,11,4,3,53,60,228,51,57,1435,32,79,,,,,,
caufico01,MTL,RW,70,44,32,14,23,10,0,9,6,12,213,21,48,1271,22,48,,,,,,
guentja01,TBL,C,71,33,43,51,11,8,2,5,167,188,188,36,31,1426,22,66,,,,,,
eicheja01,VEG,C,65,24,51,16,10,0,1,5,495,539,232,39,34,1386,24,108,,,,,,
stuetti02,OTT,LW,72,32,43,35,7,8,2,5,310,276,175,41,111,1468,30,88,,,,,,
panarar01,2TM,LW,68,26,49,18,-10,4,0,3,1,0,204,14,11,1420,21,90,,,,,,
debrial01,DET,RW,71,35,39,17,7,12,0,6,17,29,249,34,34,1305,37,75,,,,,,
thompta01,BUF,C,72,36,38,29,-5,5,0,4,346,429,242,43,75,1380,26,63,,,,,,
ahose01,CAR,F,71,25,47,42,7,7,1,4,535,531,171,20,61,1403,30,96,,,,,,
kellecl01,UTA,C,73,22,49,30,19,1,0,5,12,21,207,29,8,1391,23,93,,,,,,
makarca01,COL,D,71,20,51,24,31,4,0,4,0,0,187,115,35,1773,39,78,,,,,,
hagelbr01,TBL,LW,66,33,37,56,33,5,1,6,24,37,192,36,41,1296,32,67,,,,,,
hutsola01,MTL,D,71,11,59,32,28,2,0,3,0,0,116,115,27,1671,34,84,,,,,,
marnemi01,VEG,RW,72,19,51,20,14,4,0,1,128,186,143,44,22,1440,34,96,,,,,,
hughequ01,2TM,D,67,6,64,28,-3,2,0,1,0,0,173,73,6,1858,29,102,,,,,,
rantami01,DAL,RW,54,20,49,87,2,5,0,1,32,32,126,27,38,1091,18,66,,,,,,
raymolu01,DET,LW,69,22,47,14,9,6,0,5,1,0,149,26,37,1300,28,70,,,,,,
zibanmi01,NYR,C,71,32,37,12,-21,15,2,3,505,470,196,46,94,1492,30,90,,,,,,
bedarco01,CHI,C,59,30,37,42,-4,7,0,5,236,281,196,21,29,1235,23,78,,,,,,
nylanwi01,TOR,C,56,25,42,14,-4,6,0,4,25,42,128,23,8,1070,28,58,,,,,,
oreilry01,NSH,C,71,24,42,20,8,5,2,7,665,535,135,54,13,1437,46,45,,,,,,
barzama01,NYI,C,72,18,47,59,15,2,0,4,202,306,161,44,29,1488,38,84,,,,,,
dahlira01,BUF,D,68,15,50,66,11,5,0,0,0,0,175,75,63,1657,28,104,,,,,,
forsbfi01,NSH,C,72,33,32,32,-2,8,0,3,10,19,221,28,116,1357,47,93,,,,,,
raddyda01,TBL,D,64,20,45,48,25,10,0,5,0,0,185,61,63,1461,11,65,,,,,,
crosbsi01,PIT,C,61,28,36,42,-2,10,0,4,709,560,146,24,53,1183,22,67,,,,,,
schmani01,UTA,C,73,26,38,26,18,6,1,7,381,444,178,45,21,1440,40,84,,,,,,
stonema01,VEG,RW,51,23,41,9,13,7,0,4,4,10,110,40,23,983,26,53,,,,,,
bathedr01,OTT,C,69,29,34,25,-4,11,0,5,10,10,154,19,107,1207,21,55,,,,,,
gauthcu01,ANA,LW,71,36,27,26,-2,9,0,7,99,103,266,20,59,1242,18,69,,,,,,
slafkju01,MTL,LW,71,28,35,48,7,14,0,3,18,36,152,70,94,1297,10,65,,,,,,
geekimo01,BOS,C,71,34,28,18,-4,12,0,5,71,84,163,28,100,1237,17,67,,,,,,
carlsle01,ANA,C,60,24,37,31,2,4,2,3,376,476,154,20,12,1150,25,69,,,,,,
