hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
mcdavco01,EDM,C,77,43,83,38,15,11,1,4,411,436,285,29,39,1769,28,129,,,,,,
kucheni01,TBL,RW,70,42,83,48,46,7,1,7,0,2,218,27,35,1421,18,115,,,,,,
mackina01,COL,C,75,51,71,37,54,11,0,7,647,619,332,34,60,1666,23,154,,,,,,
celebma01,SJS,F,75,41,65,40,4,7,0,4,575,613,265,47,48,1606,40,136,,,,,,
draisle01,EDM,C,65,35,62,26,13,16,1,3,628,475,186,15,34,1402,26,106,,,,,,
pastrda01,BOS,RW,73,29,68,70,4,10,0,4,2,7,252,29,82,1517,31,127,,,,,,
suzukni01,MTL,C,77,27,68,28,35,11,1,2,686,680,172,60,58,1605,27,68,,,,,,
necasma01,COL,C,73,36,58,30,43,9,0,3,9,11,188,24,81,1562,21,119,,,,,,
scheima01,WPG,C,76,34,60,37,4,7,0,6,563,639,163,43,32,1639,29,116,,,,,,
roberja01,DAL,LW,77,40,49,32,19,14,0,7,0,2,278,32,47,1562,23,101,,,,,,
bouchev01,EDM,D,77,21,67,28,23,7,0,5,0,0,215,94,29,1898,33,117,,,,,,
connoky01,WPG,LW,76,36,51,16,3,3,2,4,0,1,247,16,31,1640,21,66,,,,,,
kapriki01,MIN,LW,75,43,44,28,12,17,0,7,0,2,259,27,49,1662,20,107,,,,,,
caufico01,MTL,RW,76,49,36,14,29,10,0,12,6,12,239,21,48,1379,22,54,,,,,,
guentja01,TBL,C,76,36,48,59,16,8,2,5,189,209,204,40,38,1528,22,69,,,,,,
eicheja01,VEG,C,69,25,57,16,15,0,1,5,522,577,242,40,35,1471,27,115,,,,,,
boldyma01,MIN,LW,73,41,40,28,17,11,4,3,54,64,244,57,58,1508,34,84,,,,,,
debrial01,DET,RW,77,39,42,17,9,14,0,6,18,29,271,37,35,1425,41,82,,,,,,
johnswy01,DAL,C,77,41,39,28,-5,25,0,3,384,421,193,54,52,1555,21,58,,,,,,
panarar01,2TM,LW,72,27,53,20,-8,4,0,3,1,0,214,15,11,1507,23,96,,,,,,
stuetti02,OTT,LW,77,33,46,35,7,8,2,5,328,290,185,42,125,1565,33,90,,,,,,
ahose01,CAR,F,77,26,52,42,10,7,2,4,580,561,187,21,63,1512,31,106,,,,,,
kellecl01,UTA,C,76,25,53,30,21,2,0,5,12,21,215,30,8,1445,25,95,,,,,,
thompta01,BUF,C,77,38,40,33,-9,6,0,4,371,454,261,45,78,1484,27,65,,,,,,
werenza01,CBJ,D,70,21,57,16,10,3,0,2,0,0,234,86,30,1851,33,111,,,,,,
marnemi01,VEG,RW,76,23,54,22,17,5,0,1,141,208,152,45,24,1522,37,102,,,,,,
makarca01,COL,D,73,20,55,24,29,4,0,4,0,0,192,117,35,1817,39,81,,,,,,
zibanmi01,NYR,C,77,33,42,14,-17,15,2,3,545,499,207,49,100,1609,33,103,,,,,,
hutsola01,MTL,D,77,12,62,34,34,2,0,3,0,0,121,130,28,1818,41,89,,,,,,
hughequ01,2TM,D,71,6,68,30,0,2,0,1,0,0,184,81,6,1965,30,109,,,,,,
hagelbr01,TBL,LW,69,35,38,56,33,5,1,6,25,37,205,38,42,1363,35,72,,,,,,
nylanwi01,TOR,C,60,26,47,16,-10,6,0,4,26,46,142,23,10,1156,29,63,,,,,,
rantami01,DAL,RW,59,21,52,89,-1,6,0,1,35,39,131,29,42,1196,19,70,,,,,,
raymolu01,DET,LW,75,25,48,20,4,7,0,5,1,0,161,28,41,1412,30,72,,,,,,
crosbsi01,PIT,C,66,29,43,42,0,10,0,4,755,610,154,29,58,1273,24,71,,,,,,
hugheja03,NJD,C,56,25,47,6,4,4,1,5,131,227,211,29,4,1190,36,112,,,,,,
